SYMBOL BIOTYPE
5830405F06Rik lncRNA
4930455J16Rik lncRNA
5830448L01Rik lncRNA
A830031A19Rik protein_coding
1500015L24Rik lncRNA
1700022N22Rik lncRNA
Anxa1 protein_coding
Ankrd37 protein_coding
A930038B10Rik lncRNA
4930538E20Rik lncRNA
BB019430 lncRNA
Arhgef37 protein_coding
4933430M04Rik lncRNA
4921539H07Rik lncRNA
1700007F19Rik lncRNA
4933427E13Rik lncRNA
4930596D02Rik protein_coding
5730522E02Rik protein_coding
4930448I06Rik lncRNA
4930474N05Rik protein_coding
Aldh1b1 protein_coding
4930420N18Rik TEC
Aldh1a1 protein_coding
4930415C11Rik lncRNA
Apoc2 protein_coding
4930455M05Rik lncRNA
Agtpbp1 protein_coding
Apoc4 protein_coding
Aldh1a7 protein_coding
9530036O11Rik lncRNA
1700027I24Rik lncRNA
Apoc1 protein_coding
Acrv1 protein_coding
6720482G16Rik TEC
Apoe protein_coding
AC156023.2 snoRNA
4632428C04Rik lncRNA
AU022133 processed_pseudogene
4930593A02Rik lncRNA
A930028O11Rik TEC
1700025H01Rik lncRNA
8430432A02Rik lncRNA
AI597479 protein_coding
Actg-ps1 processed_pseudogene
Atp13a3 protein_coding
2810471M01Rik lncRNA
Acsl1 protein_coding
Axin1 protein_coding
2610528A11Rik protein_coding
1110059E24Rik protein_coding
Abhd17b protein_coding
4632411P08Rik lncRNA
1700109I08Rik lncRNA
1500015A07Rik lncRNA
Afap1l1 protein_coding
Arhgdig protein_coding
4930447C04Rik protein_coding
Ablim3 protein_coding
A930015P04Rik TEC
A630052C17Rik lncRNA
4930449A18Rik transcribed_unprocessed_pseudogene
Anapc16 protein_coding
Aadacl2 protein_coding
Anp32b protein_coding
Aadac protein_coding
Acap2 protein_coding
Ascc1 protein_coding
Adrb2 protein_coding
A230098N10Rik lncRNA
1700049E17Rik2 protein_coding
4921517D22Rik protein_coding
1700049E17Rik1 protein_coding
1700024B05Rik protein_coding
1700011L03Rik lncRNA
1700091H14Rik transcribed_processed_pseudogene
2210039B01Rik lncRNA
3110082J24Rik protein_coding
4930528D03Rik lncRNA
1700014D04Rik protein_coding
4930579M01Rik lncRNA
B430305J03Rik protein_coding
9330121J05Rik lncRNA
Arhgef26 protein_coding
Apod protein_coding
2700046A07Rik lncRNA
Apcdd1 protein_coding
1700007E05Rik transcribed_processed_pseudogene
Atp6v0e protein_coding
1700001F09Rik protein_coding
Anks6 protein_coding
Anapc2 protein_coding
2010310C07Rik lncRNA
A530065N20Rik lncRNA
Ang-ps2 unprocessed_pseudogene
Ang-ps3 unprocessed_pseudogene
A530001N23Rik lncRNA
Ang5 protein_coding
Ang6 protein_coding
Ang-ps1 unprocessed_pseudogene
Adgrf3 protein_coding
4930503E14Rik protein_coding
AA386476 lncRNA
1700047E10Rik lncRNA
1700061N14Rik lncRNA
1700086L19Rik transcribed_unitary_pseudogene
AC160336.1 lncRNA
4930442G10Rik lncRNA
4930521E06Rik lncRNA
4930431P03Rik lncRNA
Atp6ap1 protein_coding
Alg2 protein_coding
Arhgef5 protein_coding
2410080I02Rik lncRNA
0610012G03Rik protein_coding
4930486L24Rik protein_coding
9430018G01Rik lncRNA
4930555F03Rik lncRNA
1190028D05Rik lncRNA
Aga protein_coding
B230112I24Rik TEC
6330419E04Rik TEC
1700028P14Rik protein_coding
AC154188.1 snRNA
Apba1 protein_coding
4930505A04Rik protein_coding
Acyp2 protein_coding
Asb5 protein_coding
A930035D04Rik pseudogene
5330439A09Rik lncRNA
Acnat2 protein_coding
1700021P04Rik lncRNA
Acnat1 protein_coding
Aldob protein_coding
Amd-ps3 processed_pseudogene
A330015K06Rik lncRNA
A730090N16Rik lncRNA
4931440P22Rik transcribed_processed_pseudogene
9630050E16Rik TEC
Abca2 protein_coding
A230085B16Rik TEC
9330121K16Rik TEC
Adam29 protein_coding
Asb3 protein_coding
6720489N17Rik protein_coding
4930518J21Rik lncRNA
Amd-ps4 processed_pseudogene
Atp8b1 protein_coding
AI413582 protein_coding
A530076I17Rik lncRNA
2200007N16Rik TEC
Akap5 protein_coding
4933425B07Rik lncRNA
A330084C13Rik lncRNA
A430103D13Rik TEC
2500002B13Rik lncRNA
4930426I24Rik lncRNA
4930524B15Rik protein_coding
Agbl5 protein_coding
2610016A17Rik lncRNA
4933411E06Rik lncRNA
4930412F12Rik TEC
AW046200 lncRNA
Abca1 protein_coding
AI463170 lncRNA
9330175M20Rik lncRNA
1700072G22Rik lncRNA
4930402C01Rik lncRNA
4930470O06Rik lncRNA
Aadat protein_coding
Arhgef1 protein_coding
4930522O17Rik lncRNA
AC073947.1 unprocessed_pseudogene
Anks1 protein_coding
2810457G06Rik lncRNA
5930420M18Rik TEC
4930535E02Rik lncRNA
1110032F04Rik protein_coding
4933407K13Rik lncRNA
1700060J05Rik lncRNA
1700026J14Rik lncRNA
Atp6v0e2 protein_coding
A930032L01Rik TEC
AW551984 protein_coding
1700024I08Rik lncRNA
Abhd1 polymorphic_pseudogene
AI854703 protein_coding
Adck5 protein_coding
B230317F23Rik lncRNA
4930555O08Rik lncRNA
Ajm1 protein_coding
9530018F02Rik lncRNA
4930526A20Rik transcribed_processed_pseudogene
1700001J11Rik transcribed_processed_pseudogene
4931403E22Rik lncRNA
Alpk2 protein_coding
5730521K06Rik TEC
4930458K08Rik lncRNA
2310081O03Rik lncRNA
Actl7b protein_coding
4833403J16Rik lncRNA
Actl7a protein_coding
Arl14 protein_coding
Adamts14 protein_coding
B3galnt1 protein_coding
Atp1a3 protein_coding
Atraid protein_coding
5430402E10Rik protein_coding
Anp32-ps processed_pseudogene
Aoc1 protein_coding
1700007L15Rik lncRNA
1700001D01Rik lncRNA
Atp6v1d protein_coding
4930480E11Rik protein_coding
Atg14 protein_coding
4930469K13Rik protein_coding
4930563H07Rik lncRNA
A230005M16Rik lncRNA
1810034E14Rik lncRNA
1700110K17Rik lncRNA
1700022H01Rik lncRNA
4930595M18Rik protein_coding
4930509J09Rik lncRNA
4930512H18Rik lncRNA
Aifm2 protein_coding
4930403D09Rik lncRNA
1700015C15Rik lncRNA
Anxa10 protein_coding
9230116L04Rik lncRNA
Arg2 protein_coding
1700042G15Rik lncRNA
1700063D05Rik lncRNA
4933413C19Rik lncRNA
4933430L12Rik lncRNA
Arhgap39 protein_coding
3110004A20Rik lncRNA
9130221H12Rik lncRNA
4921511C10Rik lncRNA
6430573P05Rik lncRNA
4930546K05Rik lncRNA
Armc12 protein_coding
4932429P05Rik protein_coding
4930415L06Rik protein_coding
9430078K24Rik lncRNA
1700019D03Rik protein_coding
Apela protein_coding
4930589L23Rik lncRNA
1700084M14Rik protein_coding
1300014J16Rik lncRNA
2310015A10Rik lncRNA
1110038F14Rik protein_coding
Actn1 protein_coding
1700019A02Rik protein_coding
1700003E24Rik lncRNA
Ak3 protein_coding
Arx protein_coding
A230004M16Rik lncRNA
Apol6 protein_coding
1700018L02Rik lncRNA
5430402O13Rik lncRNA
4933433G19Rik lncRNA
4921507P07Rik protein_coding
B430212C06Rik lncRNA
4930579G24Rik protein_coding
Afg3l2 protein_coding
0610033M10Rik lncRNA
1810012K08Rik lncRNA
4930507D05Rik lncRNA
2310002D06Rik lncRNA
Asnsd1 protein_coding
A330069K06Rik lncRNA
Arhgef12 protein_coding
4933406B15Rik lncRNA
AU015836 protein_coding
4732471J01Rik lncRNA
4933428P19Rik lncRNA
1700109K24Rik lncRNA
4833412C15Rik TEC
Apol7a protein_coding
A930007I19Rik lncRNA
Apol9a protein_coding
Apol7b protein_coding
4930571N24Rik lncRNA
Apol10a protein_coding
1700052I22Rik lncRNA
1700125H03Rik lncRNA
Atp10b protein_coding
Apol11a protein_coding
9430065F17Rik lncRNA
Apol7c protein_coding
1700025B11Rik protein_coding
Apol10b protein_coding
1700119H24Rik lncRNA
Apoo protein_coding
Apol11b protein_coding
Apol10c-ps transcribed_unprocessed_pseudogene
Adcy5 protein_coding
Apol7e protein_coding
4930538L07Rik lncRNA
4930447J18Rik lncRNA
A830029E22Rik lncRNA
Apol9b protein_coding
Apol8 protein_coding
5730596B20Rik TEC
9530086P17Rik TEC
1700128I11Rik lncRNA
4930525G20Rik lncRNA
AA414992 TEC
Asic5 protein_coding
4933415A04Rik lncRNA
1600019K03Rik lncRNA
B3gnt8 protein_coding
9530018H14Rik TEC
9930021J03Rik protein_coding
Arhgef9 protein_coding
1700094M24Rik lncRNA
Adra1b protein_coding
4930572G02Rik lncRNA
Atp6v1b2 protein_coding
B9d2 protein_coding
1700001L19Rik protein_coding
Adcy2 protein_coding
Ankrd44 protein_coding
4930546C10Rik lncRNA
1700030A11Rik lncRNA
4930597A21Rik lncRNA
4933429O19Rik lncRNA
A730060N03Rik lncRNA
4930444A19Rik lncRNA
Adam4 protein_coding
A130048G24Rik TEC
Atp13a1 protein_coding
Amer1 protein_coding
Ap5m1 protein_coding
Axl protein_coding
Asb12 protein_coding
4921529L05Rik lncRNA
6530401F13Rik lncRNA
Adam21 protein_coding
1700018M17Rik pseudogene
1700010D01Rik lncRNA
1700028M03Rik lncRNA
A530095I07Rik lncRNA
A1cf protein_coding
Adam19 protein_coding
9530036M11Rik lncRNA
4930547H16Rik lncRNA
Atoh7 protein_coding
9130019P16Rik lncRNA
Armh4 protein_coding
4933416O17Rik lncRNA
1700084F23Rik lncRNA
0610009E02Rik lncRNA
4930423D22Rik lncRNA
AU017674 lncRNA
4930520P13Rik lncRNA
1700120B22Rik lncRNA
Asah2 protein_coding
1700100L14Rik lncRNA
Adamts16 protein_coding
4930478M09Rik TEC
8030423J24Rik lncRNA
1700112M02Rik lncRNA
9130227L01Rik lncRNA
1700003I22Rik lncRNA
BC004004 protein_coding
2700046G09Rik lncRNA
4930548H24Rik protein_coding
4930566F21Rik lncRNA
9130024F11Rik lncRNA
5830462O15Rik TEC
1700126A01Rik lncRNA
4930558J18Rik lncRNA
1700066M21Rik protein_coding
Atad1 protein_coding
1700023F02Rik lncRNA
4930407I19Rik lncRNA
1110002J07Rik lncRNA
4930565D16Rik lncRNA
Agpat2 protein_coding
Api5-ps processed_pseudogene
Arfip1 protein_coding
Abcg4 protein_coding
Aqp1 protein_coding
AI839979 lncRNA
Abo protein_coding
1700041B01Rik lncRNA
2900076G11Rik TEC
Ar protein_coding
1700061H18Rik lncRNA
6430584L05Rik lncRNA
4930448D08Rik lncRNA
Adcyap1r1 protein_coding
4930503L19Rik protein_coding
1700036G14Rik lncRNA
Apex1 protein_coding
Ado protein_coding
4930563J15Rik lncRNA
1700030E10Rik lncRNA
4930543I11Rik TEC
1700085C21Rik lncRNA
4930423C22Rik TEC
4933436F18Rik TEC
1700030I03Rik TEC
4930521O17Rik lncRNA
Aox1 protein_coding
4933425M03Rik TEC
Arid5b protein_coding
1700027A07Rik lncRNA
4930545H06Rik lncRNA
Ang protein_coding
Ankrd22 protein_coding
Aox3 protein_coding
1810028F09Rik lncRNA
4930565N06Rik lncRNA
Ang2 protein_coding
1700048P04Rik lncRNA
9930111J21Rik1 protein_coding
Adamts13 protein_coding
Armc6 protein_coding
Acta2 protein_coding
Awat2 protein_coding
9930111J21Rik2 protein_coding
A930033H14Rik protein_coding
Aox4 protein_coding
Ang4 protein_coding
AY358078 protein_coding
Awat1 protein_coding
Ank3 protein_coding
Arr3 protein_coding
Alad protein_coding
Avl9 protein_coding
Aox2 protein_coding
Adamtsl2 protein_coding
4933430I17Rik protein_coding
Ankrd54 protein_coding
9430081H08Rik TEC
1700024J04Rik pseudogene
1700088E04Rik protein_coding
Arhgef40 protein_coding
4930533I22Rik lncRNA
Ambp protein_coding
A830019P07Rik lncRNA
Acot2 protein_coding
Acot1 protein_coding
Acot4 protein_coding
4732463B04Rik lncRNA
Acot3 protein_coding
1700097N02Rik lncRNA
Ankrd1 protein_coding
AA645442 lncRNA
Acot5 protein_coding
Acot6 protein_coding
2310022A10Rik protein_coding
1700020G03Rik TEC
Abcg2 protein_coding
Ahrr protein_coding
Akt2 protein_coding
1700120E14Rik lncRNA
Acaa2 protein_coding
2810430I11Rik lncRNA
Akna protein_coding
Arhgef11 protein_coding
BB365896 lncRNA
Aknaos lncRNA
A530053G22Rik lncRNA
2010010A06Rik transcribed_processed_pseudogene
A730020E08Rik lncRNA
1700034B16Rik lncRNA
9330118I20Rik lncRNA
4930533K18Rik lncRNA
Atoh1 protein_coding
Adprh protein_coding
9530053A07Rik protein_coding
1700007K13Rik protein_coding
Atp6v1g1 protein_coding
5033423K11Rik transcribed_processed_pseudogene
6330537M06Rik TEC
1700113B09Rik lncRNA
2010320M18Rik lncRNA
Adamts2 protein_coding
A330032B11Rik lncRNA
Aldh6a1 protein_coding
Arhgap31 protein_coding
4930551I15Rik lncRNA
Abcd4 protein_coding
Abcg1 protein_coding
Arrdc2 protein_coding
Arcn1 protein_coding
1700049L16Rik processed_pseudogene
B4galt4 protein_coding
8030451A03Rik lncRNA
A330049N07Rik lncRNA
Als2 protein_coding
4930544G11Rik protein_coding
4933414I15Rik protein_coding
1700037F03Rik lncRNA
2610300M13Rik lncRNA
A230052G05Rik TEC
9230009I02Rik lncRNA
Astn2 protein_coding
4930597O21Rik lncRNA
1700026F02Rik lncRNA
Aprt-ps processed_pseudogene
Arsk protein_coding
4932412D23Rik lncRNA
A430010J10Rik lncRNA
8030462N17Rik protein_coding
1700122D07Rik lncRNA
4930465K10Rik pseudogene
A330094K24Rik lncRNA
Arel1 protein_coding
Atp5a1 protein_coding
Ak8 protein_coding
Atp5l protein_coding
Apobec3 protein_coding
0610009B22Rik protein_coding
8030474K03Rik protein_coding
4930515G16Rik processed_pseudogene
1700028B04Rik transcribed_processed_pseudogene
2210408I21Rik protein_coding
Acp7 protein_coding
1700113A16Rik lncRNA
AI849053 lncRNA
AW047730 lncRNA
Atp5c1-ps processed_pseudogene
Atp6v1a protein_coding
3110006O06Rik lncRNA
Ankle1 protein_coding
A830082K12Rik lncRNA
Aldoart1 protein_coding
Abhd8 protein_coding
6530402F18Rik lncRNA
Arrdc3 protein_coding
4930588D02Rik TEC
Ano8 protein_coding
1700023H06Rik lncRNA
5430425K12Rik lncRNA
9330111N05Rik lncRNA
AC140267.1 protein_coding
Atf4 protein_coding
Adgrv1 protein_coding
4833413E03Rik lncRNA
6030460B20Rik TEC
Abi2 protein_coding
Adnp2 protein_coding
2310002L09Rik protein_coding
Acyp1 protein_coding
A430088P11Rik lncRNA
Abhd4 protein_coding
2310016D23Rik lncRNA
A630014C17Rik lncRNA
A230083N12Rik lncRNA
1700031F05Rik protein_coding
5330426L24Rik lncRNA
9530026F06Rik lncRNA
Adsl protein_coding
4930587A21Rik lncRNA
1700011M02Rik protein_coding
1700018G05Rik protein_coding
9530068E07Rik protein_coding
Amd-ps5 processed_pseudogene
4930519F16Rik transcribed_unitary_pseudogene
2310067P03Rik lncRNA
Atp9b protein_coding
5430430K15Rik TEC
4833428L15Rik lncRNA
2600006K01Rik lncRNA
Aff4 protein_coding
Actn4 protein_coding
Abcb7 protein_coding
B230208B08Rik lncRNA
Ajuba protein_coding
4930557J02Rik lncRNA
4931414P19Rik protein_coding
4930594M17Rik lncRNA
B3gnt3 protein_coding
Arhgef2 protein_coding
4930483J18Rik lncRNA
1700121L16Rik lncRNA
8430426J06Rik lncRNA
Acin1 protein_coding
2610028D06Rik TEC
5530601H04Rik lncRNA
2810049E08Rik lncRNA
A230107N01Rik lncRNA
Akap8 protein_coding
A430108G06Rik lncRNA
5330434G04Rik lncRNA
Atrx protein_coding
Akap8l protein_coding
Atg3 protein_coding
4732487G21Rik lncRNA
1110025M09Rik TEC
1700039I01Rik TEC
Adam23 protein_coding
Angel1 protein_coding
4930579G18Rik lncRNA
Add1 protein_coding
1700123O20Rik protein_coding
Ap1m1 protein_coding
2210420H20Rik lncRNA
4930445N18Rik lncRNA
Atp7a protein_coding
1700095A13Rik lncRNA
1700040L08Rik lncRNA
BC016579 protein_coding
Adora2a protein_coding
5830417I10Rik unprocessed_pseudogene
1500004A13Rik lncRNA
A930028N01Rik lncRNA
Aldh18a1 protein_coding
Abhd10 protein_coding
1700030K09Rik protein_coding
Atp6ap1l protein_coding
A830035O19Rik lncRNA
4933402D24Rik protein_coding
Atg10 protein_coding
A830009L08Rik lncRNA
1110035H17Rik lncRNA
Aco2 protein_coding
4933405E24Rik lncRNA
4833422C13Rik lncRNA
Acsl6 protein_coding
Acot12 protein_coding
2810408I11Rik lncRNA
Apoa1 protein_coding
Apoc3 protein_coding
4933401B06Rik transcribed_processed_pseudogene
Apoa4 protein_coding
Ash1l protein_coding
Apoa5 protein_coding
2610002M06Rik protein_coding
Ahsa1 protein_coding
1700119I11Rik lncRNA
Akr1cl protein_coding
Ap1g2 protein_coding
9130221F21Rik lncRNA
2200002D01Rik protein_coding
Alkbh1 protein_coding
4933431G14Rik lncRNA
4930407I10Rik protein_coding
Atoh8 protein_coding
Ankrd34b protein_coding
2810403D21Rik lncRNA
4931429L15Rik protein_coding
0610030E20Rik protein_coding
5730416F02Rik processed_pseudogene
4930448E22Rik lncRNA
Actl9 protein_coding
2900052N01Rik lncRNA
Adamts10 protein_coding
A630019I02Rik lncRNA
4932431P20Rik transcribed_unitary_pseudogene
4930432E11Rik transcribed_unitary_pseudogene
A330087D11Rik lncRNA
6030471H07Rik lncRNA
A730065G17Rik lncRNA
1500009C09Rik protein_coding
4933403O08Rik protein_coding
Arhgap10 protein_coding
Apool protein_coding
Adck1 protein_coding
1700026J12Rik lncRNA
Arhgap19 protein_coding
2010106E10Rik protein_coding
3200001D21Rik lncRNA
4930473H19Rik lncRNA
Adamtsl1 protein_coding
1700040E09Rik lncRNA
4933421D24Rik lncRNA
0610038B21Rik lncRNA
A730061H03Rik lncRNA
AW495222 lncRNA
4933431K23Rik lncRNA
Arsb protein_coding
1700092C02Rik lncRNA
Adra2c protein_coding
4930478P22Rik lncRNA
4930544I03Rik lncRNA
1700105G05Rik lncRNA
4930442P19Rik TEC
4931431C16Rik lncRNA
Acox3 protein_coding
Ap3b1 protein_coding
Anxa6 protein_coding
5430427M07Rik lncRNA
1700042D02Rik lncRNA
1700084E18Rik lncRNA
Angptl4 protein_coding
4930555B12Rik lncRNA
4731419I09Rik lncRNA
Adam15 protein_coding
4931413I07Rik lncRNA
6820402A03Rik TEC
Acadl protein_coding
1700011L22Rik protein_coding
1700116B05Rik lncRNA
Acer2 protein_coding
1700065L07Rik lncRNA
4931417E11Rik protein_coding
1700094J05Rik lncRNA
4933439N06Rik TEC
2610028H24Rik protein_coding
Alkbh6 protein_coding
Astx6 lncRNA
Astx2 lncRNA
Astx5 lncRNA
Astx1a lncRNA
Ankk1 protein_coding
Astx4a lncRNA
Abce1 protein_coding
Astx4b lncRNA
Astx1b lncRNA
Astx4c lncRNA
Astx1c lncRNA
Astx4d lncRNA
6330415B21Rik TEC
Astx3 lncRNA
4932411N23Rik protein_coding
Alcam protein_coding
4921511C20Rik protein_coding
4930479H17Rik lncRNA
Anapc10 protein_coding
4930558G05Rik lncRNA
Ablim2 protein_coding
Aggf1 protein_coding
Aplp1 protein_coding
4930505O20Rik lncRNA
2310003N18Rik lncRNA
4930483K19Rik lncRNA
Ankrd2 protein_coding
4930559C10Rik lncRNA
1700097M23Rik TEC
1700009C05Rik lncRNA
4933411K16Rik protein_coding
1700019M22Rik processed_pseudogene
Atox1 protein_coding
Avpi1 protein_coding
4930570D08Rik lncRNA
7530414M10Rik lncRNA
A4galt protein_coding
Arfgap3 protein_coding
4930553M12Rik lncRNA
Abca12 protein_coding
1700001L05Rik lncRNA
Adar protein_coding
5330409N07Rik TEC
2310069B03Rik lncRNA
4930579O11Rik lncRNA
Arhgap33os protein_coding
B3galt4 protein_coding
Atic protein_coding
Arhgap33 protein_coding
Ankdd1b protein_coding
4930577H14Rik lncRNA
9330198N18Rik lncRNA
1700019A23Rik TEC
1700001O22Rik protein_coding
Afap1 protein_coding
4933424L21Rik lncRNA
4632404H12Rik lncRNA
4930527E20Rik lncRNA
Arl13a protein_coding
Asb6 protein_coding
2310030G06Rik protein_coding
Aup1 protein_coding
4933426K07Rik lncRNA
2010001A14Rik lncRNA
Atp8b2 protein_coding
1110032A03Rik protein_coding
2210406O10Rik lncRNA
Alg9 protein_coding
Adarb1 protein_coding
9430031K09Rik TEC
Adcy4 protein_coding
Abi3bp protein_coding
Aqp10-ps unprocessed_pseudogene
BC005624 protein_coding
Ankrd31 protein_coding
1700029F12Rik protein_coding
Apol7d lncRNA
4930438A08Rik protein_coding
A930040O22Rik TEC
4933417E11Rik lncRNA
4930556G22Rik lncRNA
1700047K16Rik lncRNA
1700003E16Rik protein_coding
4930551L18Rik lncRNA
1810065E05Rik protein_coding
4930474N09Rik lncRNA
Abcc2 protein_coding
Arhgap8 protein_coding
4933434E20Rik protein_coding
3300002A11Rik lncRNA
4930556H04Rik TEC
1700064M15Rik lncRNA
Adgre5 protein_coding
9530080O11Rik lncRNA
2200002J24Rik protein_coding
Atp4a protein_coding
Ankar protein_coding
4930513L16Rik lncRNA
1700009J07Rik lncRNA
5330416C01Rik lncRNA
2010007H06Rik lncRNA
5031439G07Rik protein_coding
1810046K07Rik protein_coding
Arhgef28 protein_coding
Adgrg7 protein_coding
2810021J22Rik protein_coding
Arhgap20 protein_coding
B230119M05Rik lncRNA
Armcx4 protein_coding
Armcx1 protein_coding
1700027A15Rik lncRNA
Adgrl1 protein_coding
4930477G07Rik lncRNA
9530050K03Rik processed_pseudogene
Arhgap20os lncRNA
2310058D17Rik lncRNA
4933407I05Rik lncRNA
Armcx6 protein_coding
6030407O03Rik lncRNA
Armcx3 protein_coding
Armcx2 protein_coding
5430434F05Rik TEC
B230319C09Rik lncRNA
AI593442 protein_coding
Atp12a protein_coding
Actg2 protein_coding
Asf1b protein_coding
Aire protein_coding
Ankra2 protein_coding
Atxn10 protein_coding
4930510E17Rik lncRNA
7530416G11Rik protein_coding
1700067K01Rik protein_coding
3632454L22Rik lncRNA
4930550C14Rik protein_coding
AU022754 lncRNA
Atm protein_coding
Arpc2 protein_coding
Atp6v1b1 protein_coding
2310005E17Rik lncRNA
Ass1 protein_coding
4930461C15Rik lncRNA
Aamp protein_coding
1700124L16Rik lncRNA
Ankrd53 protein_coding
AV320801 protein_coding
0610025J13Rik lncRNA
4930537H20Rik lncRNA
2610507I01Rik lncRNA
Acat1 protein_coding
2310033P09Rik protein_coding
Arf1 protein_coding
Armcx5 protein_coding
Abl1 protein_coding
2410022M11Rik lncRNA
A930014D07Rik lncRNA
2310020H05Rik lncRNA
B020004C17Rik lncRNA
6430562O15Rik lncRNA
Arxes2 protein_coding
Arxes1 protein_coding
A930001M01Rik lncRNA
4930543I03Rik lncRNA
A930027H12Rik lncRNA
5330431K02Rik TEC
1700012J22Rik TEC
4930445N06Rik lncRNA
B230214G05Rik lncRNA
5730412P04Rik lncRNA
4933439C10Rik lncRNA
1700039E22Rik lncRNA
Agpat3 protein_coding
Aif1l protein_coding
A630072L19Rik lncRNA
1700022E09Rik lncRNA
