SYMBOL BIOTYPE
Gm49236 lncRNA
Gm47268 processed_pseudogene
Gm45628 processed_pseudogene
Gm5089 lncRNA
Gm48124 processed_pseudogene
Gm5814 processed_pseudogene
Gm47081 processed_pseudogene
Gm47082 lncRNA
Gm45737 TEC
Gm47083 processed_pseudogene
Gm47084 processed_pseudogene
Gm47091 processed_pseudogene
Gm45474 lncRNA
Gm6018 processed_pseudogene
Gm47124 processed_pseudogene
Gm4800 processed_pseudogene
Gm49259 processed_pseudogene
Gm49260 TEC
Gm47993 processed_pseudogene
Gm44969 lncRNA
Gm45085 processed_pseudogene
Gm5733 unprocessed_pseudogene
Gm5734 unprocessed_pseudogene
Gm49294 processed_pseudogene
Gm45086 lncRNA
Gm47344 processed_pseudogene
Gm49297 TEC
Gm45041 TEC
Gm49070 processed_pseudogene
Gm49071 processed_pseudogene
Gm49069 TEC
Gm45282 lncRNA
Gm4544 lncRNA
Gm5260 processed_pseudogene
Gm47156 lncRNA
Gm45207 processed_pseudogene
Gm44913 TEC
Gm49473 processed_pseudogene
Gm44822 TEC
Gm49477 lncRNA
Gm48126 unitary_pseudogene
Gm4866 unprocessed_pseudogene
Gm48191 processed_pseudogene
Gm45002 processed_pseudogene
Gm49482 lncRNA
Gm45900 processed_pseudogene
Gm48372 TEC
Gm45072 TEC
Gm45001 TEC
Gm45235 lncRNA
Gm4792 protein_coding
Gm4859 processed_pseudogene
Gm5548 processed_pseudogene
Gm49461 transcribed_unprocessed_pseudogene
Gm49462 lncRNA
Gm48657 lncRNA
Gm48658 processed_pseudogene
Gm44683 processed_pseudogene
Gm49167 TEC
Gm44682 TEC
Gm5776 processed_pseudogene
Gm44957 lncRNA
Gm44895 TEC
Gm44897 TEC
Gm44896 TEC
Gm44894 TEC
Gm44898 TEC
Gm44615 processed_pseudogene
Gm45330 lncRNA
Gm48689 lncRNA
Gm45579 lncRNA
Gm48718 TEC
Gm48867 lncRNA
Gm48868 TEC
Gm48874 TEC
Gm48880 TEC
Gm48882 lncRNA
Gm47599 lncRNA
Gm47600 processed_pseudogene
Gm49272 lncRNA
Gm49273 processed_pseudogene
Gm49274 unprocessed_pseudogene
Gm49275 unprocessed_pseudogene
Gm49491 processed_pseudogene
Gm47667 lncRNA
Gm47669 processed_pseudogene
Gm47671 lncRNA
Gm47708 lncRNA
Gm47718 lncRNA
Gm47719 lncRNA
Gm47724 processed_pseudogene
Gm47725 lncRNA
Gm48425 processed_pseudogene
Gm5426 protein_coding
Gm48427 lncRNA
Gm48428 lncRNA
Gm48505 lncRNA
Gm48507 processed_pseudogene
Gm48509 processed_pseudogene
Gm48521 lncRNA
Gm4640 lncRNA
Gm48555 processed_pseudogene
Gm45083 lncRNA
Gm5702 processed_pseudogene
Gm5869 processed_pseudogene
Gm44503 protein_coding
Gm48687 processed_pseudogene
Gm5427 lncRNA
Gm5717 unprocessed_pseudogene
Gm6028 processed_pseudogene
Gm4854 processed_pseudogene
Gm45795 processed_pseudogene
Gm4875 processed_pseudogene
Gm45888 processed_pseudogene
Gm48761 TEC
Gm48768 lncRNA
Gm44616 TEC
Gm48884 lncRNA
Gm48089 lncRNA
Gm44509 TEC
Gm48085 processed_pseudogene
Gm47578 lncRNA
Gm47579 processed_pseudogene
Gm44508 TEC
Gm44510 TEC
Gm47627 TEC
Gm47632 processed_pseudogene
Gm47628 processed_pseudogene
Gm47630 processed_pseudogene
Gm4898 unprocessed_pseudogene
Gm47631 lncRNA
Gm4781 unprocessed_pseudogene
Gm47673 TEC
Gm5745 processed_pseudogene
Gm4596 processed_pseudogene
Gm5684 processed_pseudogene
Gm48818 processed_pseudogene
Gm47956 lncRNA
Gm47325 processed_pseudogene
Gm44506 lncRNA
Gm44979 processed_pseudogene
Gm44976 processed_pseudogene
Gm44977 processed_pseudogene
Gm47032 TEC
Gm47031 lncRNA
Gm47033 lncRNA
Gm47025 TEC
Gm47101 lncRNA
Gm47142 processed_pseudogene
Gm47143 lncRNA
Gm5175 transcribed_processed_pseudogene
Gm44853 processed_pseudogene
Gm44708 TEC
Gm5596 processed_pseudogene
Gm44852 processed_pseudogene
Gm45157 processed_pseudogene
Gm44936 TEC
Gm44937 TEC
Gm44938 processed_pseudogene
Gm47164 TEC
Gm45189 processed_pseudogene
Gm44743 processed_pseudogene
Gm44742 TEC
Gm47223 lncRNA
Gm47221 lncRNA
Gm47220 processed_pseudogene
Gm47222 processed_pseudogene
Gm47224 lncRNA
Gm47225 processed_pseudogene
Gm47226 lncRNA
Gm47227 processed_pseudogene
Gm47228 processed_pseudogene
Gm48184 processed_pseudogene
Gm48206 TEC
Gm48205 TEC
Gm48203 TEC
Gm44562 TEC
Gm44559 TEC
Gm44560 TEC
Gm44830 TEC
Gm48204 TEC
Gm48207 TEC
Gm48298 TEC
Gm44829 TEC
Gm48363 TEC
Gm48376 processed_pseudogene
Gm48377 TEC
Gm48379 processed_pseudogene
Gm48380 processed_pseudogene
Gm48677 lncRNA
Gm5366 processed_pseudogene
Gm44831 TEC
Gm5710 processed_pseudogene
Gm5711 processed_pseudogene
Gm48789 processed_pseudogene
Gm44644 lncRNA
Gm44643 lncRNA
Gm48822 TEC
Gm45712 processed_pseudogene
Gm44741 TEC
Gm5898 processed_pseudogene
Gm44718 lncRNA
Gm44720 processed_pseudogene
Gm44627 TEC
Gm45052 lncRNA
Gm45054 lncRNA
Gm47999 processed_pseudogene
Gm47723 TEC
Gm47466 processed_pseudogene
Gm47800 lncRNA
Gm5136 protein_coding
Gm47472 TEC
Gm47477 TEC
Gm47329 processed_pseudogene
Gm44722 TEC
Gm44719 TEC
Gm44765 TEC
Gm45212 TEC
Gm5746 processed_pseudogene
Gm47337 TEC
Gm47339 TEC
Gm47340 processed_pseudogene
Gm47338 TEC
Gm47055 processed_pseudogene
Gm47058 processed_pseudogene
Gm4609 processed_pseudogene
Gm6061 transcribed_processed_pseudogene
Gm45082 TEC
Gm44721 TEC
Gm4610 lncRNA
Gm45904 lncRNA
Gm47790 lncRNA
Gm47789 lncRNA
Gm47795 lncRNA
Gm45789 processed_pseudogene
Gm48851 processed_pseudogene
Gm44794 TEC
Gm44795 processed_pseudogene
Gm44792 TEC
Gm5981 processed_pseudogene
Gm47818 lncRNA
Gm47824 TEC
Gm47829 processed_pseudogene
Gm45213 protein_coding
Gm45733 lncRNA
Gm5357 processed_pseudogene
Gm5176 transcribed_processed_pseudogene
Gm45081 lncRNA
Gm47864 processed_pseudogene
Gm47865 lncRNA
Gm46193 processed_pseudogene
Gm47866 processed_pseudogene
Gm47880 processed_pseudogene
Gm45080 processed_pseudogene
Gm48047 processed_pseudogene
Gm44752 lncRNA
Gm47419 lncRNA
Gm47492 processed_pseudogene
Gm49340 protein_coding
Gm47519 TEC
Gm44753 lncRNA
Gm47522 TEC
Gm47524 lncRNA
Gm44754 processed_pseudogene
Gm47532 lncRNA
Gm44610 TEC
Gm47534 processed_pseudogene
Gm47538 processed_pseudogene
Gm48104 TEC
Gm5261 processed_pseudogene
Gm44922 unprocessed_pseudogene
Gm44923 unprocessed_pseudogene
Gm47430 lncRNA
Gm4617 processed_pseudogene
Gm45098 TEC
Gm44665 unprocessed_pseudogene
Gm44638 unprocessed_pseudogene
Gm44575 unprocessed_pseudogene
Gm44755 TEC
Gm44609 processed_pseudogene
Gm45101 processed_pseudogene
Gm5558 processed_pseudogene
Gm45776 TEC
Gm45722 processed_pseudogene
Gm45721 lncRNA
Gm45720 lncRNA
Gm47497 processed_pseudogene
Gm46138 processed_pseudogene
Gm47498 processed_pseudogene
Gm47499 lncRNA
Gm47501 lncRNA
Gm45723 lncRNA
Gm47500 processed_pseudogene
Gm44667 TEC
Gm44668 TEC
Gm45100 processed_pseudogene
Gm44669 TEC
Gm45102 TEC
Gm44666 processed_pseudogene
Gm44888 TEC
Gm44889 lncRNA
Gm44886 lncRNA
Gm44887 processed_pseudogene
Gm5334 processed_pseudogene
Gm44692 lncRNA
Gm46146 processed_pseudogene
Gm47625 TEC
Gm45747 TEC
Gm44691 lncRNA
Gm5342 processed_pseudogene
Gm44533 processed_pseudogene
Gm44535 TEC
Gm44690 processed_pseudogene
Gm44946 lncRNA
Gm44948 lncRNA
Gm44532 lncRNA
Gm44811 TEC
Gm44813 lncRNA
Gm44812 lncRNA
Gm44809 TEC
Gm44808 lncRNA
Gm45066 TEC
Gm44689 lncRNA
Gm44688 TEC
Gm45715 lncRNA
Gm5335 processed_pseudogene
Gm44725 lncRNA
Gm49344 TEC
Gm46203 processed_pseudogene
Gm48403 processed_pseudogene
Gm44758 TEC
Gm44645 TEC
Gm4651 lncRNA
Gm5781 processed_pseudogene
Gm44553 TEC
Gm44552 TEC
Gm44686 lncRNA
Gm44734 lncRNA
Gm44738 lncRNA
Gm44737 lncRNA
Gm44736 lncRNA
Gm44739 lncRNA
Gm4971 processed_pseudogene
Gm45007 processed_pseudogene
Gm45005 TEC
Gm45006 TEC
Gm45003 TEC
Gm45004 lncRNA
Gm48772 lncRNA
Gm44903 processed_pseudogene
Gm44902 processed_pseudogene
Gm45834 processed_pseudogene
Gm48387 lncRNA
Gm48903 lncRNA
Gm44962 processed_pseudogene
Gm5712 processed_pseudogene
Gm5815 processed_pseudogene
Gm44834 TEC
Gm44695 TEC
Gm44835 TEC
Gm44694 TEC
Gm45139 TEC
Gm45211 TEC
Gm4518 processed_pseudogene
Gm5597 processed_pseudogene
Gm45210 TEC
Gm44879 processed_pseudogene
Gm44608 TEC
Gm47899 processed_pseudogene
Gm44607 TEC
Gm46123 lncRNA
Gm45059 TEC
Gm45833 lncRNA
Gm44730 lncRNA
Gm45606 lncRNA
Gm47958 lncRNA
Gm44815 TEC
Gm47425 lncRNA
Gm47434 TEC
Gm47461 lncRNA
Gm47480 lncRNA
Gm5982 processed_pseudogene
Gm5855 processed_pseudogene
Gm46124 lncRNA
Gm48811 processed_pseudogene
Gm48820 lncRNA
Gm4482 processed_pseudogene
Gm5112 TEC
Gm48821 lncRNA
Gm48830 lncRNA
Gm48831 lncRNA
Gm48832 lncRNA
Gm48833 lncRNA
Gm48834 lncRNA
Gm48842 lncRNA
Gm45353 lncRNA
Gm44639 TEC
Gm5316 transcribed_processed_pseudogene
Gm5619 processed_pseudogene
Gm5883 processed_pseudogene
Gm47604 lncRNA
Gm5559 processed_pseudogene
Gm5317 processed_pseudogene
Gm44823 unprocessed_pseudogene
Gm47341 TEC
Gm47024 TEC
Gm47342 TEC
Gm47027 lncRNA
Gm47026 TEC
Gm4705 processed_pseudogene
Gm47009 lncRNA
Gm45168 lncRNA
Gm45169 lncRNA
Gm48115 TEC
Gm48118 processed_pseudogene
Gm45170 TEC
Gm45857 processed_pseudogene
Gm48202 lncRNA
Gm47471 lncRNA
Gm4473 lncRNA
Gm48341 lncRNA
Gm49316 processed_pseudogene
Gm6135 lncRNA
Gm45743 TEC
Gm45893 processed_pseudogene
Gm48410 lncRNA
Gm6077 processed_pseudogene
Gm48426 TEC
Gm45894 lncRNA
Gm4860 processed_pseudogene
Gm4478 processed_pseudogene
Gm48435 lncRNA
Gm5560 processed_pseudogene
Gm48591 lncRNA
Gm46204 lncRNA
Gm44706 lncRNA
Gm44705 processed_pseudogene
Gm44974 TEC
Gm44950 TEC
Gm48804 TEC
Gm48826 processed_pseudogene
Gm48827 processed_pseudogene
Gm48828 processed_pseudogene
Gm44951 TEC
Gm44949 lncRNA
Gm5368 processed_pseudogene
Gm5066 processed_pseudogene
Gm47620 processed_pseudogene
Gm4489 lncRNA
Gm45234 protein_coding
Gm48875 processed_pseudogene
Gm48877 lncRNA
Gm48878 TEC
Gm45203 TEC
Gm45202 lncRNA
Gm45842 lncRNA
Gm47582 TEC
Gm45206 TEC
Gm45027 lncRNA
Gm5281 processed_pseudogene
Gm567 lncRNA
Gm47726 processed_pseudogene
Gm4861 lncRNA
Gm47801 TEC
Gm47837 processed_pseudogene
Gm47839 lncRNA
Gm47840 TEC
Gm45604 lncRNA
Gm47862 TEC
Gm4510 processed_pseudogene
Gm47965 processed_pseudogene
Gm47966 lncRNA
Gm49335 lncRNA
Gm47972 lncRNA
Gm5105 protein_coding
Gm44597 lncRNA
Gm47403 lncRNA
Gm47409 lncRNA
Gm47410 processed_pseudogene
Gm44468 snRNA
Gm45781 lncRNA
Gm4707 protein_coding
Gm45866 lncRNA
Gm45865 TEC
Gm4735 processed_pseudogene
Gm44851 lncRNA
Gm45890 lncRNA
Gm44931 TEC
Gm45732 lncRNA
Gm6057 processed_pseudogene
Gm44649 lncRNA
Gm44487 processed_pseudogene
Gm4862 processed_pseudogene
Gm4863 processed_pseudogene
Gm45718 TEC
Gm44899 lncRNA
Gm44967 TEC
Gm5620 processed_pseudogene
Gm44968 lncRNA
Gm6059 processed_pseudogene
Gm45856 processed_pseudogene
Gm45709 lncRNA
Gm45874 processed_pseudogene
Gm47200 lncRNA
Gm47165 processed_pseudogene
Gm5369 processed_pseudogene
Gm5370 processed_pseudogene
Gm45698 TEC
Gm44431 processed_pseudogene
Gm45869 lncRNA
Gm4793 lncRNA
Gm47168 processed_pseudogene
Gm44570 lncRNA
Gm45016 lncRNA
Gm45845 TEC
Gm45875 lncRNA
Gm45876 TEC
Gm6091 processed_pseudogene
Gm45014 lncRNA
Gm45867 TEC
Gm45805 lncRNA
Gm45088 TEC
Gm45056 lncRNA
Gm45090 lncRNA
Gm45089 TEC
Gm5358 processed_pseudogene
Gm4968 processed_pseudogene
Gm44919 TEC
Gm44917 processed_pseudogene
Gm45807 TEC
Gm5857 processed_pseudogene
Gm44916 TEC
Gm6112 processed_pseudogene
Gm44845 processed_pseudogene
Gm44724 lncRNA
Gm44723 TEC
Gm44991 lncRNA
Gm48815 processed_pseudogene
Gm4691 transcribed_processed_pseudogene
Gm45838 TEC
Gm44993 lncRNA
Gm44531 TEC
Gm44530 TEC
Gm49493 TEC
Gm44596 protein_coding
Gm5870 processed_pseudogene
Gm45746 TEC
Gm47949 processed_pseudogene
Gm44826 TEC
Gm44827 lncRNA
Gm5318 processed_pseudogene
Gm47438 lncRNA
Gm44933 lncRNA
Gm45175 lncRNA
Gm45174 TEC
Gm44928 TEC
Gm44478 processed_pseudogene
Gm5884 processed_pseudogene
Gm44420 processed_pseudogene
Gm5229 processed_pseudogene
Gm49332 unprocessed_pseudogene
Gm44511 protein_coding
Gm6155 processed_pseudogene
Gm5987 processed_pseudogene
Gm4556 processed_pseudogene
Gm44578 processed_pseudogene
Gm48554 unprocessed_pseudogene
Gm47861 lncRNA
Gm48628 unprocessed_pseudogene
Gm5023 unprocessed_pseudogene
Gm45541 processed_pseudogene
Gm48002 unprocessed_pseudogene
Gm44787 lncRNA
Gm44925 TEC
Gm5833 lncRNA
Gm5371 processed_pseudogene
Gm44926 TEC
Gm44927 TEC
Gm44848 TEC
Gm44847 TEC
Gm44846 TEC
Gm47147 processed_pseudogene
Gm44751 lncRNA
Gm45144 lncRNA
Gm47581 unprocessed_pseudogene
Gm5920 processed_pseudogene
Gm6074 processed_pseudogene
Gm44704 TEC
Gm44995 lncRNA
Gm44996 TEC
Gm45064 lncRNA
Gm5149 lncRNA
Gm5035 unprocessed_pseudogene
Gm45793 TEC
Gm5837 processed_pseudogene
Gm5834 unprocessed_pseudogene
Gm47199 processed_pseudogene
Gm44526 processed_pseudogene
Gm44527 transcribed_unprocessed_pseudogene
Gm44525 unprocessed_pseudogene
Gm44988 processed_pseudogene
Gm44828 processed_pseudogene
Gm44989 processed_pseudogene
Gm45120 TEC
Gm4845 processed_pseudogene
Gm5581 transcribed_unprocessed_pseudogene
Gm5835 processed_pseudogene
Gm44860 TEC
Gm44861 TEC
Gm5582 processed_pseudogene
Gm44958 processed_pseudogene
Gm4736 unprocessed_pseudogene
Gm44687 processed_pseudogene
Gm44990 processed_pseudogene
Gm44727 processed_pseudogene
Gm44726 processed_pseudogene
Gm5154 unprocessed_pseudogene
Gm45063 processed_pseudogene
Gm47757 lncRNA
Gm44425 processed_pseudogene
Gm44426 processed_pseudogene
Gm45769 TEC
Gm5885 transcribed_unprocessed_pseudogene
Gm5886 transcribed_unprocessed_pseudogene
Gm5262 processed_pseudogene
Gm5263 processed_pseudogene
Gm45223 TEC
Gm45222 TEC
Gm45221 TEC
Gm45220 TEC
Gm44448 lncRNA
Gm5703 processed_pseudogene
Gm47803 processed_pseudogene
Gm47540 lncRNA
Gm5161 processed_pseudogene
Gm47932 processed_pseudogene
Gm47933 processed_pseudogene
Gm47934 processed_pseudogene
Gm47093 lncRNA
Gm44907 TEC
Gm47983 TEC
Gm45162 processed_pseudogene
Gm45161 TEC
Gm45159 lncRNA
Gm45178 TEC
Gm45179 TEC
Gm45176 TEC
Gm45177 TEC
Gm45182 TEC
Gm45183 TEC
Gm44678 TEC
Gm44679 TEC
Gm44675 TEC
Gm44676 TEC
Gm44677 TEC
Gm44680 TEC
Gm44681 TEC
Gm45130 TEC
Gm45129 TEC
Gm45131 TEC
Gm45201 TEC
Gm44401 TEC
Gm4714 processed_pseudogene
Gm5627 lncRNA
Gm47416 lncRNA
Gm47985 protein_coding
Gm47995 protein_coding
Gm47996 protein_coding
Gm47427 TEC
Gm45199 TEC
Gm45200 TEC
Gm47468 lncRNA
Gm5871 processed_pseudogene
Gm5181 processed_pseudogene
Gm48514 processed_pseudogene
Gm44715 processed_pseudogene
Gm44947 lncRNA
Gm45037 lncRNA
Gm45038 processed_pseudogene
Gm45039 TEC
Gm5899 processed_pseudogene
Gm44601 lncRNA
Gm44602 processed_pseudogene
Gm44603 processed_pseudogene
Gm5037 processed_pseudogene
Gm48434 processed_pseudogene
Gm48462 lncRNA
Gm48467 processed_pseudogene
Gm48468 processed_pseudogene
Gm48469 processed_pseudogene
Gm48477 processed_pseudogene
Gm48490 processed_pseudogene
Gm44633 lncRNA
Gm5499 processed_pseudogene
Gm5285 processed_pseudogene
Gm47328 lncRNA
Gm5983 processed_pseudogene
Gm5372 processed_pseudogene
Gm5550 processed_pseudogene
Gm45186 processed_pseudogene
Gm5051 processed_pseudogene
Gm4832 transcribed_processed_pseudogene
Gm47000 TEC
Gm46999 TEC
Gm44590 processed_pseudogene
Gm5724 protein_coding
Gm47106 lncRNA
Gm47103 processed_pseudogene
Gm47102 processed_pseudogene
Gm44507 lncRNA
Gm44980 processed_pseudogene
Gm44978 processed_pseudogene
Gm45132 TEC
Gm44934 lncRNA
Gm45188 lncRNA
Gm45187 lncRNA
Gm5621 processed_pseudogene
Gm44975 TEC
Gm45185 TEC
Gm45012 lncRNA
Gm45591 lncRNA
Gm5532 lncRNA
Gm47575 lncRNA
Gm44914 TEC
Gm44551 processed_pseudogene
Gm44571 processed_pseudogene
Gm45533 lncRNA
Gm44428 TEC
Gm44648 processed_pseudogene
Gm45209 processed_pseudogene
Gm44953 TEC
Gm6058 processed_pseudogene
Gm44545 TEC
Gm45070 processed_pseudogene
Gm5735 processed_pseudogene
Gm47324 processed_pseudogene
Gm45344 processed_pseudogene
Gm45620 lncRNA
Gm4953 processed_pseudogene
Gm47290 snRNA
Gm45548 TEC
Gm45837 protein_coding
Gm45380 processed_pseudogene
Gm525 protein_coding
Gm45319 processed_pseudogene
Gm45716 protein_coding
Gm45883 lncRNA
Gm49058 TEC
Gm45312 processed_pseudogene
Gm45313 processed_pseudogene
Gm5049 processed_pseudogene
Gm5705 processed_pseudogene
Gm45399 TEC
Gm5339 processed_pseudogene
Gm45687 unprocessed_pseudogene
Gm45527 TEC
Gm45688 unprocessed_pseudogene
Gm45689 unprocessed_pseudogene
Gm45655 unprocessed_pseudogene
Gm4886 processed_pseudogene
Gm47248 lncRNA
Gm45471 processed_pseudogene
Gm45346 lncRNA
Gm4887 processed_pseudogene
Gm45556 lncRNA
Gm45272 lncRNA
Gm45275 processed_pseudogene
Gm45273 processed_pseudogene
Gm5900 processed_pseudogene
Gm45557 lncRNA
Gm45558 lncRNA
Gm45374 unprocessed_pseudogene
Gm45331 processed_pseudogene
Gm5901 protein_coding
Gm45885 lncRNA
Gm4972 processed_pseudogene
Gm45667 TEC
Gm44713 unprocessed_pseudogene
Gm44840 lncRNA
Gm45632 TEC
Gm45799 protein_coding
Gm4846 protein_coding
Gm4847 protein_coding
Gm45684 TEC
Gm4954 processed_pseudogene
Gm44857 processed_pseudogene
Gm44582 processed_pseudogene
Gm45023 processed_pseudogene
Gm45868 lncRNA
Gm44773 lncRNA
Gm53 lncRNA
Gm5265 processed_pseudogene
Gm45040 lncRNA
Gm572 protein_coding
Gm5002 unprocessed_pseudogene
Gm45375 unprocessed_pseudogene
Gm6007 processed_pseudogene
Gm44594 processed_pseudogene
Gm45392 processed_pseudogene
Gm44611 processed_pseudogene
Gm5053 processed_pseudogene
Gm44865 processed_pseudogene
Gm45232 processed_pseudogene
Gm44781 lncRNA
Gm45024 lncRNA
Gm49209 unitary_pseudogene
Gm44864 lncRNA
Gm45819 TEC
Gm45515 lncRNA
Gm45378 TEC
Gm5338 processed_pseudogene
Gm45588 processed_pseudogene
Gm45473 processed_pseudogene
Gm5599 processed_pseudogene
Gm4644 processed_pseudogene
Gm45355 lncRNA
Gm45614 processed_pseudogene
Gm5600 lncRNA
Gm45615 lncRNA
Gm45454 processed_pseudogene
Gm4734 processed_pseudogene
Gm45017 lncRNA
Gm45020 lncRNA
Gm45025 lncRNA
Gm44867 lncRNA
Gm44777 lncRNA
Gm45033 TEC
Gm45031 processed_pseudogene
Gm45151 lncRNA
Gm6008 processed_pseudogene
Gm45153 TEC
Gm45084 TEC
Gm45155 lncRNA
Gm44652 TEC
Gm44544 unitary_pseudogene
Gm45236 TEC
Gm44549 lncRNA
Gm44550 TEC
Gm44763 lncRNA
Gm5561 processed_pseudogene
Gm44588 lncRNA
Gm45792 lncRNA
Gm44866 lncRNA
Gm44966 processed_pseudogene
Gm44574 lncRNA
Gm4657 lncRNA
Gm47875 lncRNA
Gm5069 transcribed_processed_pseudogene
Gm45113 processed_pseudogene
Gm45112 TEC
Gm44661 TEC
Gm5737 protein_coding
Gm49027 protein_coding
Gm47950 lncRNA
Gm45047 TEC
Gm45137 TEC
Gm44901 TEC
Gm45079 lncRNA
Gm44740 TEC
Gm5533 lncRNA
Gm44987 lncRNA
Gm4665 lncRNA
Gm5921 processed_pseudogene
Gm48007 lncRNA
Gm44986 TEC
Gm4668 lncRNA
Gm48038 lncRNA
Gm5706 processed_pseudogene
Gm47252 lncRNA
Gm44985 TEC
Gm45191 TEC
Gm44664 TEC
Gm44663 TEC
Gm44745 TEC
Gm44746 TEC
Gm44749 TEC
Gm45846 lncRNA
Gm45847 lncRNA
Gm45897 lncRNA
Gm45092 lncRNA
Gm45093 TEC
Gm4973 processed_pseudogene
Gm44876 lncRNA
Gm47289 lncRNA
Gm44874 TEC
Gm44703 processed_pseudogene
Gm45141 TEC
Gm47320 lncRNA
Gm44824 processed_pseudogene
Gm44855 processed_pseudogene
Gm47043 lncRNA
Gm49427 lncRNA
Gm47050 TEC
Gm44856 processed_pseudogene
Gm44854 lncRNA
Gm5922 lncRNA
Gm47059 lncRNA
Gm44735 TEC
Gm47062 unprocessed_pseudogene
Gm47063 TEC
Gm47064 lncRNA
Gm47066 lncRNA
Gm47068 lncRNA
Gm47069 lncRNA
Gm47070 lncRNA
Gm4868 processed_pseudogene
Gm44939 lncRNA
Gm44940 TEC
Gm44729 TEC
Gm47092 TEC
Gm47095 lncRNA
Gm47097 TEC
Gm45184 lncRNA
Gm45110 TEC
Gm47108 TEC
Gm47111 TEC
Gm6139 processed_pseudogene
Gm47112 lncRNA
Gm47113 lncRNA
Gm47115 unprocessed_pseudogene
Gm44759 lncRNA
Gm49343 lncRNA
Gm44760 TEC
Gm47117 lncRNA
Gm47122 TEC
Gm47121 lncRNA
Gm49388 protein_coding
Gm47126 lncRNA
Gm45204 TEC
Gm47128 lncRNA
Gm47129 processed_pseudogene
Gm47130 processed_pseudogene
Gm47131 lncRNA
Gm47133 lncRNA
Gm47134 lncRNA
Gm47135 transcribed_unprocessed_pseudogene
Gm47136 lncRNA
Gm47137 processed_pseudogene
Gm47140 lncRNA
Gm47145 unprocessed_pseudogene
Gm46136 transcribed_unprocessed_pseudogene
Gm47146 transcribed_processed_pseudogene
Gm45205 TEC
Gm47148 TEC
Gm5738 processed_pseudogene
Gm49323 lncRNA
Gm47159 TEC
Gm47162 lncRNA
Gm49368 protein_coding
Gm45700 processed_pseudogene
Gm44850 lncRNA
Gm47173 TEC
Gm47171 TEC
Gm44650 unprocessed_pseudogene
Gm47181 lncRNA
Gm47180 transcribed_unprocessed_pseudogene
Gm47179 TEC
Gm45121 lncRNA
Gm47182 unprocessed_pseudogene
Gm47183 TEC
Gm47185 unprocessed_pseudogene
Gm44673 TEC
Gm44674 lncRNA
Gm44672 lncRNA
Gm4768 processed_pseudogene
Gm44778 lncRNA
Gm5903 processed_pseudogene
Gm45719 TEC
Gm44647 lncRNA
Gm6108 processed_pseudogene
Gm5602 lncRNA
Gm5535 lncRNA
Gm44623 lncRNA
Gm44624 TEC
Gm44625 TEC
Gm44982 lncRNA
Gm44984 processed_pseudogene
Gm45105 processed_pseudogene
Gm4585 processed_pseudogene
Gm44547 TEC
Gm44546 lncRNA
Gm44891 TEC
Gm44892 lncRNA
Gm44893 lncRNA
Gm4587 processed_pseudogene
Gm45501 TEC
Gm45502 lncRNA
Gm45672 lncRNA
Gm45671 lncRNA
Gm45670 lncRNA
Gm45532 TEC
Gm45597 TEC
Gm45339 lncRNA
Gm45240 TEC
Gm45241 lncRNA
Gm45440 TEC
Gm45439 processed_pseudogene
Gm45426 TEC
Gm5904 processed_pseudogene
Gm45280 TEC
Gm45499 processed_pseudogene
Gm45278 lncRNA
Gm45514 processed_pseudogene
Gm45397 lncRNA
Gm45683 TEC
Gm45682 lncRNA
Gm5650 processed_pseudogene
Gm45686 lncRNA
Gm45506 processed_pseudogene
Gm45507 lncRNA
Gm45668 processed_pseudogene
Gm45613 lncRNA
Gm45328 TEC
Gm4459 processed_pseudogene
Gm4974 processed_pseudogene
Gm45785 protein_coding
Gm45717 protein_coding
Gm45299 transcribed_processed_pseudogene
Gm5905 processed_pseudogene
Gm5050 processed_pseudogene
Gm45609 lncRNA
Gm4535 processed_pseudogene
Gm45416 TEC
Gm45630 TEC
Gm45417 unprocessed_pseudogene
Gm45618 protein_coding
Gm45337 protein_coding
Gm4553 protein_coding
Gm47762 unprocessed_pseudogene
Gm4559 protein_coding
Gm45889 lncRNA
Gm5054 processed_pseudogene
Gm49369 protein_coding
Gm47846 unitary_pseudogene
Gm4963 processed_pseudogene
Gm49394 protein_coding
Gm454 transcribed_unprocessed_pseudogene
Gm44732 lncRNA
Gm48029 processed_pseudogene
Gm5564 processed_pseudogene
Gm44998 TEC
Gm44999 TEC
Gm45447 lncRNA
Gm5270 processed_pseudogene
Gm44930 lncRNA
Gm44929 lncRNA
Gm45181 lncRNA
Gm4870 processed_pseudogene
Gm4871 protein_coding
Gm5565 protein_coding
Gm4631 protein_coding
Gm4724 protein_coding
Gm6054 processed_pseudogene
Gm5566 processed_pseudogene
Gm5 lncRNA
Gm5466 processed_pseudogene
Kdm5d protein_coding
Gm8446 unprocessed_pseudogene
Gm8480 unprocessed_pseudogene
H2al2c protein_coding
H2al2b protein_coding
Gm8498 processed_pseudogene
Gm8502 processed_pseudogene
Gm8506 processed_pseudogene
Gm8510 processed_pseudogene
Gm8521 unprocessed_pseudogene
Gm8525 processed_pseudogene
Gm6225 lncRNA
Jcad protein_coding
Gm8598 processed_pseudogene
Gm9616 processed_pseudogene
Gm8616 processed_pseudogene
Gm9071 unprocessed_pseudogene
Gm9072 processed_pseudogene
Gm9075 unprocessed_pseudogene
Gm9077 unprocessed_pseudogene
Kif3c protein_coding
Gm9973 transcribed_unprocessed_pseudogene
Ighmbp2 protein_coding
