,Feature,Segment1.Slope,Segment2.Slope,Segment3.Slope,Segment4.Slope,Segment5.Slope,Segment6.Slope,Segment7.Slope,Segment8.Slope,Segment1.Trend,Segment2.Trend,Segment3.Trend,Segment4.Trend,Segment5.Trend,Segment6.Trend,Segment7.Trend,Segment8.Trend,Segment1.Pvalue,Segment2.Pvalue,Segment3.Pvalue,Segment4.Pvalue,Segment5.Pvalue,Segment6.Pvalue,Segment7.Pvalue,Segment8.Pvalue,Breakpoint1,Breakpoint2,Breakpoint3,Breakpoint4,Breakpoint5,Breakpoint6,Breakpoint7,AdjustedR2,X3m_s1.Trend,X3m_s2.Trend,X3m_s3.Trend,X6m_s1.Trend,X6m_s2.Trend,X6m_s3.Trend,X6m_s4.Trend,X9m_s1.Trend,X9m_s2.Trend,X9m_s3.Trend,X9m_s4.Trend,X12m_s1.Trend,X12m_s2.Trend,X12m_s3.Trend,X12m_s4.Trend,X12m_s5.Trend,X15m_s1.Trend,X15m_s2.Trend,X15m_s3.Trend,X15m_s4.Trend,X18m_s1.Trend,X18m_s2.Trend,X18m_s3.Trend,X18m_s4.Trend,X21m_s1.Trend,X21m_s2.Trend,X21m_s3.Trend,X24m_s1.Trend,X24m_s2.Trend,X27m_s1.Trend,X27m_s2.Trend,X27m_s3.Trend
Mif4gd,Mif4gd,-3.7736,441.84,-2.327,NA,NA,NA,NA,NA,-1,0,0,NA,NA,NA,NA,NA,0.0866136966945041,0.164741467198202,0.127867856525417,NA,NA,NA,NA,NA,14.9598312936628,15.0466891473041,NA,NA,NA,NA,NA,0.363443280248993,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm45552,Gm45552,0.112625843383225,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.0101733077191152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36047162421527,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Zmiz1,Zmiz1,-21.439,-0.034135,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.099437215772957,0.488707921489911,NA,NA,NA,NA,NA,NA,6.08096836273422,NA,NA,NA,NA,NA,NA,0.357321816003546,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc30a9,Slc30a9,4.7279,-1.8541,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0.0898225136139205,0.16274569234605,NA,NA,NA,NA,NA,NA,13.2832503365193,NA,NA,NA,NA,NA,NA,0.356961315993924,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hs3st3b1,Hs3st3b1,12.186,-5.0525,9.4768,NA,NA,NA,NA,NA,0,-1,0,NA,NA,NA,NA,NA,0.11754734667583,0.0932392864363309,0.220517353765189,NA,NA,NA,NA,NA,8.97893652585664,21.9606216454205,NA,NA,NA,NA,NA,0.356473870651568,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0
Tbca,Tbca,4.596,-2.6051,1.4179,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,0.0820491057165143,0.163618688801118,0.153773372033439,NA,NA,NA,NA,NA,9.03022832619589,17.0582546708985,NA,NA,NA,NA,NA,0.355982461692577,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110002L01Rik,1110002L01Rik,-0.48114,2.7266,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0808301114911624,0.121856397365611,NA,NA,NA,NA,NA,NA,23.745452287377,NA,NA,NA,NA,NA,NA,0.354946495170273,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0
Apod,Apod,1.27122252327493,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.000579571494543113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.354863052342234,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Clec11a,Clec11a,2.38840725734044,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.0624201392503416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.354726665423162,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Gm45640,Gm45640,-1.9351,0.37595,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0917706015470897,0.27391188666851,NA,NA,NA,NA,NA,NA,13.1908336676714,NA,NA,NA,NA,NA,NA,0.354340241662842,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kif20a,Kif20a,-0.142665372802694,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,0.0443295164900927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.353466670233065,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Chodl,Chodl,0.0076093,68.141,-530.87,0.23375,NA,NA,NA,NA,0,0,-1,0,NA,NA,NA,NA,0.488420540618744,0.362262847967818,0.0894562270583054,0.410545321160837,NA,NA,NA,NA,17.9483568402497,20.6832846417866,21.0378715034011,NA,NA,NA,NA,0.353385252971982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0
Tjp1,Tjp1,-1.7602,39.22,-1878.7,-0.060572,NA,NA,NA,NA,0,0,-1,0,NA,NA,NA,NA,0.290876202235846,0.487494313266328,0.0947598041264838,0.488892948595513,NA,NA,NA,NA,12.0032767017944,14.9422771274289,15.0016253997425,NA,NA,NA,NA,0.35335929086753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4285,Gm4285,-1.5252,0.25696,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0908380796924618,0.165061487085362,NA,NA,NA,NA,NA,NA,9.77872697482142,NA,NA,NA,NA,NA,NA,0.353248662918782,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyp27a1,Cyp27a1,-1.3148,3.3755,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,0.139362661982786,0.0866113975479616,NA,NA,NA,NA,NA,NA,16.8922554145767,NA,NA,NA,NA,NA,NA,0.352683837009583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Stk11,Stk11,-2.40676973387055,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,0.000347965158412735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.352403142402813,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Atp6v0e2,Atp6v0e2,-2.0762,0.97347,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0832683657847688,0.130598211304711,NA,NA,NA,NA,NA,NA,12.8410724977131,NA,NA,NA,NA,NA,NA,0.351769539441905,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fam193b,Fam193b,-24.507,0.5339,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0975194132833854,0.43474062028651,NA,NA,NA,NA,NA,NA,9.09297938332689,NA,NA,NA,NA,NA,NA,0.350927620592098,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Csnk2a1,Csnk2a1,-0.785347465427146,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,0.00430663340970097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.350054246945731,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Yap1,Yap1,-2.0267,913.89,-138.45,0.47446,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,0.201225166362045,0.0967037954230303,0.359100625208605,0.39004287668122,NA,NA,NA,NA,11.9740369008511,12.3939410296795,15.0914140167823,NA,NA,NA,NA,0.349760695400423,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r185,Vmn1r185,178.27,-537.86,0.0034057,NA,NA,NA,NA,NA,0,-1,0,NA,NA,NA,NA,NA,0.203050915201412,0.0956831459704049,0.494376049582357,NA,NA,NA,NA,NA,5.27863883659126,6.03514246701193,NA,NA,NA,NA,NA,0.349460118702041,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm42679,Gm42679,-2.8196,0.06202,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0918659098162148,0.346096573183976,NA,NA,NA,NA,NA,NA,6.34929308409168,NA,NA,NA,NA,NA,NA,0.348085419052173,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rnase4,Rnase4,14.3258339522034,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.000761976049487378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.346521011091593,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Klc2,Klc2,-0.62447,1823.1,-0.80252,NA,NA,NA,NA,NA,-1,0,0,NA,NA,NA,NA,NA,0.0939316126096722,0.210262414038236,0.191036273996283,NA,NA,NA,NA,NA,18.032007548516,18.0387941507906,NA,NA,NA,NA,NA,0.346220681274101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,0
Fpgt,Fpgt,8.8776,-0.78481,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0.0995696761735204,0.147564521348841,NA,NA,NA,NA,NA,NA,6.03191425466562,NA,NA,NA,NA,NA,NA,0.34414385954224,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krba1,Krba1,-2066.9,0.5548,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0991464016364643,0.210995535977559,NA,NA,NA,NA,NA,NA,3.00543409896132,NA,NA,NA,NA,NA,NA,0.343795602813973,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ppp6r3,Ppp6r3,-20.149,-0.093543,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0937569262916546,0.46450039192017,NA,NA,NA,NA,NA,NA,6.10780526711006,NA,NA,NA,NA,NA,NA,0.343231509568584,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyi,Hyi,-1.8947,0.29583,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0927665709340582,0.309191240973693,NA,NA,NA,NA,NA,NA,12.0498640889503,NA,NA,NA,NA,NA,NA,0.342150013878376,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcsk6,Pcsk6,1.1779475090132,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.00524424411011991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.340059077502282,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tanc1,Tanc1,-1.53642858775077,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,0.00271034193911486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.340004441481641,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Fgl2,Fgl2,32.935,-9.5515,NA,NA,NA,NA,NA,NA,0,-1,NA,NA,NA,NA,NA,NA,0.17688211929788,0.0929851827278401,NA,NA,NA,NA,NA,NA,8.94767237067963,NA,NA,NA,NA,NA,NA,0.339258234141863,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spats2,Spats2,-4.9314,0.35263,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0976237540183403,0.173230565728164,NA,NA,NA,NA,NA,NA,6.08686228942042,NA,NA,NA,NA,NA,NA,0.338436992079225,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cnnm2,Cnnm2,5.3785,-790.74,0.24568,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,0.0957389899123348,0.389414880114743,0.267387830401939,NA,NA,NA,NA,NA,8.97452666782163,9.00757551619229,NA,NA,NA,NA,NA,0.337775145463832,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tardbp,Tardbp,-1.54546234581766,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,0.0032530755384036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.336262094784423,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Gtf2a2,Gtf2a2,1.1873,-7.8352,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0.0743856924348913,0.481766171471113,NA,NA,NA,NA,NA,NA,24.8465199188095,NA,NA,NA,NA,NA,NA,0.334712271336893,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
Brix1,Brix1,0.310913640911644,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.0697430659447374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33447637203517,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Caml,Caml,-0.86894118917074,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,0.00103133544222345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.334446698366717,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Tinagl1,Tinagl1,-20.437,2.6008,-0.95252,NA,NA,NA,NA,NA,-1,0,0,NA,NA,NA,NA,NA,0.0857011900774273,0.342261136368507,0.296327513657176,NA,NA,NA,NA,NA,6.66380357169072,14.9662865581349,NA,NA,NA,NA,NA,0.333132545682573,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chkb,Chkb,-5.4201,0.3293,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0924209489872229,0.324124619281339,NA,NA,NA,NA,NA,NA,9.22767289995909,NA,NA,NA,NA,NA,NA,0.333001536287637,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trim11,Trim11,-5.6695,0.45666,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0985815090280941,0.292255919357536,NA,NA,NA,NA,NA,NA,9.45539669391236,NA,NA,NA,NA,NA,NA,0.332125236434104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meis3,Meis3,-4.6686,0.18581,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0936925860880954,0.379776623329476,NA,NA,NA,NA,NA,NA,9.04352653370417,NA,NA,NA,NA,NA,NA,0.331374699705147,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ap4b1,Ap4b1,-0.79991,2.1181,-3.0845,NA,NA,NA,NA,NA,-1,0,0,NA,NA,NA,NA,NA,0.0918324012059978,0.150626355197516,0.125746013062849,NA,NA,NA,NA,NA,16.4658354276477,22.8865215134483,NA,NA,NA,NA,NA,0.331297477220249,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
Tnfrsf25,Tnfrsf25,-2.6406,0.055907,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0834668261497884,0.337109395487248,NA,NA,NA,NA,NA,NA,6.06397460276689,NA,NA,NA,NA,NA,NA,0.331137737781534,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glt8d1,Glt8d1,-1252.2,-0.018066,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0991493913247942,0.474592805479164,NA,NA,NA,NA,NA,NA,3.04180884515977,NA,NA,NA,NA,NA,NA,0.330537342191174,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vps11,Vps11,-1.2217,1.912,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,0.18719642833085,0.0998932243375802,NA,NA,NA,NA,NA,NA,13.4676414427054,NA,NA,NA,NA,NA,NA,0.329813850481687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Gm47585,Gm47585,-4.8183688399057,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,0.00140934934546401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.328795046357365,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Hpse,Hpse,0.669983009972001,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.000337469405499436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.328150540913679,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ccdc69,Ccdc69,-1.6665,0.12507,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0834582712008797,0.144683607818459,NA,NA,NA,NA,NA,NA,6.17071656723719,NA,NA,NA,NA,NA,NA,0.327570427892451,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rftn2,Rftn2,0.574777824690079,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.000301254266904415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32562378134981,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Fryl,Fryl,-2.08190371716117,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,0.00444073188520744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32544801164194,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Cnppd1,Cnppd1,-2.23368935372734,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,0.000434257465706511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.324904450357393,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Nmnat2,Nmnat2,0.36988,-0.69735,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0.0810799585479018,0.278134817008618,NA,NA,NA,NA,NA,NA,21.0449712917902,NA,NA,NA,NA,NA,NA,0.32474081500849,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Snhg17,Snhg17,-10.662,1.7296,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0928718012127463,0.17427722009562,NA,NA,NA,NA,NA,NA,9.70373108410341,NA,NA,NA,NA,NA,NA,0.324513044309,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rmnd5a,Rmnd5a,3.4844,-2.4064,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0.085501201958701,0.174130694164001,NA,NA,NA,NA,NA,NA,15.0422059859835,NA,NA,NA,NA,NA,NA,0.324256852754321,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Mapre3,Mapre3,-12.541,0.71668,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0941150389789945,0.200383553380521,NA,NA,NA,NA,NA,NA,6.66193953786213,NA,NA,NA,NA,NA,NA,0.323455766913077,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccl8,Ccl8,1.53438128190233,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.000630547476979527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.322856120715765,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Grrp1,Grrp1,-3.5621,0.18303,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0992511446159909,0.227732355414681,NA,NA,NA,NA,NA,NA,6.82982456774392,NA,NA,NA,NA,NA,NA,0.322650424078168,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myl9,Myl9,-11.995,-0.0049738,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0998356234738869,0.497022170565462,NA,NA,NA,NA,NA,NA,6.27816519448524,NA,NA,NA,NA,NA,NA,0.322061149480045,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wee1,Wee1,0.869508209812626,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.0115659096292907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.321423965521089,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Oxld1,Oxld1,0.24144,-632.93,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0.0864278507170569,0.213737538972469,NA,NA,NA,NA,NA,NA,27.0034203859876,NA,NA,NA,NA,NA,NA,0.321290981112148,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
Naglu,Naglu,1.47054581352836,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.000320318869820704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32107800015926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tbl2,Tbl2,5.8211,-1.7744,NA,NA,NA,NA,NA,NA,0,-1,NA,NA,NA,NA,NA,NA,0.165697052805557,0.0800757220830448,NA,NA,NA,NA,NA,NA,7.33407817909101,NA,NA,NA,NA,NA,NA,0.31941629659797,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Zc3h12d,Zc3h12d,-1.0771,0.33941,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,0.168975225878954,0.0793485530585606,NA,NA,NA,NA,NA,NA,8.36890848099784,NA,NA,NA,NA,NA,NA,0.31926901833619,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ppp1r12a,Ppp1r12a,-2.37693049490899,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,0.00241506764724609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.319118641051012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
