,Feature,Segment1.Slope,Segment2.Slope,Segment3.Slope,Segment4.Slope,Segment5.Slope,Segment6.Slope,Segment7.Slope,Segment8.Slope,Segment1.Trend,Segment2.Trend,Segment3.Trend,Segment4.Trend,Segment5.Trend,Segment6.Trend,Segment7.Trend,Segment8.Trend,Segment1.Pvalue,Segment2.Pvalue,Segment3.Pvalue,Segment4.Pvalue,Segment5.Pvalue,Segment6.Pvalue,Segment7.Pvalue,Segment8.Pvalue,Breakpoint1,Breakpoint2,Breakpoint3,Breakpoint4,Breakpoint5,Breakpoint6,Breakpoint7,AdjustedR2,X3m_s1.Trend,X3m_s2.Trend,X3m_s3.Trend,X6m_s1.Trend,X6m_s2.Trend,X6m_s3.Trend,X6m_s4.Trend,X9m_s1.Trend,X9m_s2.Trend,X9m_s3.Trend,X9m_s4.Trend,X12m_s1.Trend,X12m_s2.Trend,X12m_s3.Trend,X12m_s4.Trend,X12m_s5.Trend,X15m_s1.Trend,X15m_s2.Trend,X15m_s3.Trend,X15m_s4.Trend,X18m_s1.Trend,X18m_s2.Trend,X18m_s3.Trend,X18m_s4.Trend,X21m_s1.Trend,X21m_s2.Trend,X21m_s3.Trend,X24m_s1.Trend,X24m_s2.Trend,X27m_s1.Trend,X27m_s2.Trend,X27m_s3.Trend
Rbm24,Rbm24,-888.92,0.034762,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.072313759834121,0.359784882744869,NA,NA,NA,NA,NA,NA,3.043280506815,NA,NA,NA,NA,NA,NA,0.436444075997808,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cnksr1,Cnksr1,-4.5416,0.13345,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.085494476653099,0.39108398790178,NA,NA,NA,NA,NA,NA,9.00972996567367,NA,NA,NA,NA,NA,NA,0.43580747472162,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm49417,Gm49417,-4.2522,0.37976,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0990687309198564,0.277028290517459,NA,NA,NA,NA,NA,NA,10.6069745001653,NA,NA,NA,NA,NA,NA,0.435805612057248,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gtf2i,Gtf2i,-9.4336,30.03,-0.64302,NA,NA,NA,NA,NA,-1,0,0,NA,NA,NA,NA,NA,0.0799969064958701,0.461994005924204,0.329716766306253,NA,NA,NA,NA,NA,11.4982579809364,12.9688478425368,NA,NA,NA,NA,NA,0.435647055097407,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fmod,Fmod,0.583654748217954,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.0516128519060835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43477396277583,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Zfp24,Zfp24,2.905,-27.825,562.24,-1.5183,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,0.109687001668507,0.402065694417046,0.0948036415885977,0.13336687346416,NA,NA,NA,NA,11.6570784005596,14.8784254516016,15.0459303549756,NA,NA,NA,NA,0.434524548414201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Nprl3,Nprl3,-8.0004,2.1911,NA,NA,NA,NA,NA,NA,-1,1,NA,NA,NA,NA,NA,NA,0.081392363809152,0.097897221378428,NA,NA,NA,NA,NA,NA,10.0874324028151,NA,NA,NA,NA,NA,NA,0.431133870539587,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Limk2,Limk2,-7.4123,0.60235,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0802813557813047,0.35529404275068,NA,NA,NA,NA,NA,NA,12.0265654067265,NA,NA,NA,NA,NA,NA,0.430883685165578,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Med20,Med20,-1.0394,712.74,-213.31,4.8234,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,0.179439316665516,0.0792093018765962,0.329773311481773,0.203356095598157,NA,NA,NA,NA,17.9520313470637,18.671436774452,21.1467364003005,NA,NA,NA,NA,0.430724404297698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Slc25a4,Slc25a4,-4.9526,68.57,-915.57,0.78295,NA,NA,NA,NA,0,0,-1,0,NA,NA,NA,NA,0.132899528201716,0.407013283761571,0.0909188756342189,0.339400450645974,NA,NA,NA,NA,11.7253185507431,14.8398631625236,15.0570841264148,NA,NA,NA,NA,0.42780471687326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
Cd209f,Cd209f,0.975952399330942,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.000261530793802973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.427538494391351,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Klhdc10,Klhdc10,5.32,-3.9377,558.37,-17.023,NA,NA,NA,NA,0,0,0,-1,NA,NA,NA,NA,0.133551509103014,0.150388693826916,0.303000054898653,0.0981545811523155,NA,NA,NA,NA,10.277577418084,20.9570346976365,21.1741519243277,NA,NA,NA,NA,0.427139958305583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
Gpr137,Gpr137,-3.2266,0.37806,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0949381389487965,0.352322176568463,NA,NA,NA,NA,NA,NA,14.2327434288427,NA,NA,NA,NA,NA,NA,0.424695382986426,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44423,Gm44423,-757.4,-0.04253,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0965786134610547,0.368872653314754,NA,NA,NA,NA,NA,NA,2.97618118384167,NA,NA,NA,NA,NA,NA,0.422063340549051,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pou2af1,Pou2af1,-1071.8,0.36309,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0697997555646576,0.191708444206238,NA,NA,NA,NA,NA,NA,3.02908149643276,NA,NA,NA,NA,NA,NA,0.421557799972437,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccdc27,Ccdc27,-0.62127,128.31,-868.28,0.032576,NA,NA,NA,NA,0,0,-1,0,NA,NA,NA,NA,0.111660217234166,0.18049911001334,0.0929376879896621,0.437372133230692,NA,NA,NA,NA,12.0053487897123,14.6079370002545,14.9898464852401,NA,NA,NA,NA,0.420949637595419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
Epb41,Epb41,-2.7911029233208,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,2.95863972618354e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.420604175196919,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Rfesd,Rfesd,-433.81,-0.036845,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0880434528447877,0.406549350664179,NA,NA,NA,NA,NA,NA,3.00776187604719,NA,NA,NA,NA,NA,NA,0.420490896123449,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prpf40b,Prpf40b,-6.545,0.7832,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0808522144316762,0.197453052748135,NA,NA,NA,NA,NA,NA,9.53813613607987,NA,NA,NA,NA,NA,NA,0.419400322128278,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capza2,Capza2,8.1247,-827.09,4.3989,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,0.0772169417008671,0.455527723440976,0.11825640785797,NA,NA,NA,NA,NA,14.9122251221389,15.0037435575776,NA,NA,NA,NA,NA,0.417669551114445,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp839,Zfp839,-4.3006,1.3564,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0947625428154027,0.202836630767881,NA,NA,NA,NA,NA,NA,14.5612915225519,NA,NA,NA,NA,NA,NA,0.416204449443377,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fam214b,Fam214b,-1.23790227168442,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,4.07324573493934e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.410532114980998,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Sdr9c7,Sdr9c7,3.43633559377498,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.000404858714757318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.409896269627575,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Slc36a1,Slc36a1,-5.7376,0.022253,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0852062620551061,0.486441202518908,NA,NA,NA,NA,NA,NA,9.02027753012867,NA,NA,NA,NA,NA,NA,0.409752900584625,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mus81,Mus81,-4.9564,1.312,-7.3765,NA,NA,NA,NA,NA,-1,0,0,NA,NA,NA,NA,NA,0.0815923960546583,0.163495648935019,0.121250792416378,NA,NA,NA,NA,NA,9.03281346864438,23.8237335684038,NA,NA,NA,NA,NA,0.409724417835316,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nmral1,Nmral1,1.2502,-3.0872,1.1586,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,0.143623261376034,0.481773785878396,0.0736537449549444,NA,NA,NA,NA,NA,11.4059360940853,14.7532665538881,NA,NA,NA,NA,NA,0.409629578826342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Psmd1,Psmd1,-0.31424,204.3,-1285.7,14.64,-4.4936,NA,NA,NA,0,0,-1,0,0,NA,NA,NA,0.440506985891596,0.362199892753223,0.070901058050019,0.124730813644466,0.14225556892725,NA,NA,NA,11.9980248053895,14.6111920957059,15.0516403955122,19.4621585922309,NA,NA,NA,0.407631489319186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
Pcid2,Pcid2,-3.3408,9.2283,-1.0686,NA,NA,NA,NA,NA,-1,0,0,NA,NA,NA,NA,NA,0.0815351459296789,0.467628540041979,0.111916383618354,NA,NA,NA,NA,NA,10.1065559335748,12.3188489971162,NA,NA,NA,NA,NA,0.40455851755467,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Srebf1,Srebf1,5.50563114222587,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,8.76797846014963e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.404156892320496,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Slc2a4rg-ps,Slc2a4rg-ps,-9.0666,-0.11187,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0922516743588169,0.408808632142878,NA,NA,NA,NA,NA,NA,6.34967068741298,NA,NA,NA,NA,NA,NA,0.401844909352679,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pdcd6ip,Pdcd6ip,9.2775,-1280.9,1.1253,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,0.0713512071170412,0.144966367395279,0.356027128468644,NA,NA,NA,NA,NA,14.9941471196484,15.0517491775105,NA,NA,NA,NA,NA,0.401544016886588,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mettl24,Mettl24,-0.4525,4.5786,-314.34,0.078459,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,0.229969008760695,0.0775600567494511,0.186182425607556,0.405718795712018,NA,NA,NA,NA,11.6974856201757,15.0163687448036,15.0616682881205,NA,NA,NA,NA,0.400760138626038,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moxd1,Moxd1,0.580709016022378,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,6.05306712180434e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39961626056925,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Gm44001,Gm44001,-1.8369,0.43817,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0772206152813139,0.212878033676929,NA,NA,NA,NA,NA,NA,12.4876326752073,NA,NA,NA,NA,NA,NA,0.397964740282323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neat1,Neat1,-342.43,27.493,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0833088364637285,0.380668679377246,NA,NA,NA,NA,NA,NA,12.4904707436379,NA,NA,NA,NA,NA,NA,0.397886515427784,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nr1h2,Nr1h2,-5.696,38391,-59.043,5.271,NA,NA,NA,NA,-1,0,0,0,NA,NA,NA,NA,0.0887901910654437,0.112714643625624,0.438183830633586,0.191382026614433,NA,NA,NA,NA,15.021106386128,15.0259167760132,18.2259050698516,NA,NA,NA,NA,0.395616456763037,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rgma,Rgma,-2.4751,0.26437,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0984220957898202,0.24756778959703,NA,NA,NA,NA,NA,NA,9.92437475904262,NA,NA,NA,NA,NA,NA,0.394348127953155,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm45805,Gm45805,-0.079291,126.85,-0.30723,NA,NA,NA,NA,NA,0,0,-1,NA,NA,NA,NA,NA,0.141598474868611,0.277697405397683,0.0825861964831686,NA,NA,NA,NA,NA,17.9862234054177,18.0065770948331,NA,NA,NA,NA,NA,0.392854130569105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
Kcnc3,Kcnc3,-0.88865,0.70866,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0952110112442612,0.170000631462478,NA,NA,NA,NA,NA,NA,17.948252602838,NA,NA,NA,NA,NA,NA,0.39260325717457,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
Snrpg,Snrpg,0.34131,-338.09,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0.0786856281575045,0.346226350372634,NA,NA,NA,NA,NA,NA,26.9897451084363,NA,NA,NA,NA,NA,NA,0.392555214659684,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
4933417O13Rik,4933417O13Rik,-0.76953,62.521,-0.22115,NA,NA,NA,NA,NA,-1,0,0,NA,NA,NA,NA,NA,0.0734650505281483,0.390640723906649,0.245667384935741,NA,NA,NA,NA,NA,14.9747925676745,15.0863895353713,NA,NA,NA,NA,NA,0.392427596470648,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abhd15,Abhd15,-1.4946,-0.0003891,341.19,-5.6378,NA,NA,NA,NA,0,0,0,-1,NA,NA,NA,NA,0.243118528012354,0.499653042361466,0.209188639806555,0.0903936885229613,NA,NA,NA,NA,8.83545982576215,20.9994917330439,21.0965459822323,NA,NA,NA,NA,0.391238622502603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
Gm48015,Gm48015,-699.34,0.010079,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0993140932287425,0.481535845564698,NA,NA,NA,NA,NA,NA,2.99512836229576,NA,NA,NA,NA,NA,NA,0.39077926411056,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gnaz,Gnaz,-1.6457,0.55307,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0735651238583906,0.155965310124509,NA,NA,NA,NA,NA,NA,12.4325471604898,NA,NA,NA,NA,NA,NA,0.390022703487889,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm12298,Gm12298,0.53182,-0.88776,NA,NA,NA,NA,NA,NA,0,-1,NA,NA,NA,NA,NA,NA,0.132659185468341,0.0852552807151869,NA,NA,NA,NA,NA,NA,15.0378917411646,NA,NA,NA,NA,NA,NA,0.38998876949694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Filip1,Filip1,-1.3321,0.15005,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0997296846041768,0.350730015045186,NA,NA,NA,NA,NA,NA,12.0223505593256,NA,NA,NA,NA,NA,NA,0.385353456995657,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rdh11,Rdh11,1.12249557755238,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.00939065898454033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.384747844828281,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Snrnp35,Snrnp35,3.0907,-402.46,0.050658,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,0.0772592085737616,0.474335997705402,0.411542286295471,NA,NA,NA,NA,NA,8.98934537977852,9.02503110531638,NA,NA,NA,NA,NA,0.382059467257522,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pdlim7,Pdlim7,-9.5749,-0.039989,3.3429,NA,NA,NA,NA,NA,-1,0,0,NA,NA,NA,NA,NA,0.0860993715199018,0.477257656544213,0.235735094165438,NA,NA,NA,NA,NA,6.32726794114976,23.3703820683142,NA,NA,NA,NA,NA,0.382057436996077,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nsmf,Nsmf,-8.3546,2.0389,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0949353904039743,0.125991616235667,NA,NA,NA,NA,NA,NA,10.5926456667222,NA,NA,NA,NA,NA,NA,0.38152220637677,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fmo5,Fmo5,0.427205371617755,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.0145004937044095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.381424745778394,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Gm16141,Gm16141,-3.2105,0.029286,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0894733700338,0.429571603594938,NA,NA,NA,NA,NA,NA,6.49138430729203,NA,NA,NA,NA,NA,NA,0.378461759226467,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ankrd10,Ankrd10,-2.37111189245035,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,0.000140456154296996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.377775969112575,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Cpxm2,Cpxm2,0.609529836600223,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.000126239021554305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.374170065883795,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Gdi1,Gdi1,-31.229,2.0202,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0995787199946267,0.32626210416282,NA,NA,NA,NA,NA,NA,9.76198455799449,NA,NA,NA,NA,NA,NA,0.371691118347769,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D830024N08Rik,D830024N08Rik,-0.33922,2.274,-187,0.05338,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,0.265165502299204,0.0849376398680706,0.173222033302977,0.444511431405647,NA,NA,NA,NA,11.6769321403381,17.9349805469831,18.0062870841234,NA,NA,NA,NA,0.371676278056132,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Klhdc4,Klhdc4,-3334.9,0.15491,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0852708891071471,0.344871431085977,NA,NA,NA,NA,NA,NA,3.05818951012968,NA,NA,NA,NA,NA,NA,0.371641502477436,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cpq,Cpq,-9.1506,1.4864,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,0.110381364153265,0.0939423831800559,NA,NA,NA,NA,NA,NA,6.59563884483993,NA,NA,NA,NA,NA,NA,0.370487548063318,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Blcap,Blcap,17.638,-1580.5,0.24436,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,0.0867288059849005,0.152255636649823,0.343403875293826,NA,NA,NA,NA,NA,6.02797004451032,6.06264699078708,NA,NA,NA,NA,NA,0.369774279191183,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gch1,Gch1,2.0775,-2242.7,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0.0764746297225703,0.26405700875928,NA,NA,NA,NA,NA,NA,26.9780563048308,NA,NA,NA,NA,NA,NA,0.369015361380322,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
Nid2,Nid2,-10.074,0.65166,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0791957890914038,0.156787027163811,NA,NA,NA,NA,NA,NA,6.25203024285387,NA,NA,NA,NA,NA,NA,0.367832163232081,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hmgn1,Hmgn1,-2.578,52.043,-8.8466,2.1484,NA,NA,NA,NA,0,0,-1,0,NA,NA,NA,NA,0.172499530744816,0.40022741734034,0.0976585823312998,0.2045161486232,NA,NA,NA,NA,11.7577360468744,12.9441446032115,18.8948117390954,NA,NA,NA,NA,0.367531184464038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
Cd248,Cd248,-15.328,1.5239,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0928928751053386,0.125014618457174,NA,NA,NA,NA,NA,NA,6.70742711816395,NA,NA,NA,NA,NA,NA,0.364034730536222,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
