,Feature,Segment1.Slope,Segment2.Slope,Segment3.Slope,Segment4.Slope,Segment5.Slope,Segment6.Slope,Segment1.Trend,Segment2.Trend,Segment3.Trend,Segment4.Trend,Segment5.Trend,Segment6.Trend,Segment1.Pvalue,Segment2.Pvalue,Segment3.Pvalue,Segment4.Pvalue,Segment5.Pvalue,Segment6.Pvalue,Breakpoint1,Breakpoint2,Breakpoint3,Breakpoint4,Breakpoint5,AdjustedR2,X3m_s1.Trend,X3m_s2.Trend,X3m_s3.Trend,X3m_s4.Trend,X3m_s5.Trend,X6m_s1.Trend,X6m_s2.Trend,X6m_s3.Trend,X6m_s4.Trend,X6m_s5.Trend,X9m_s1.Trend,X9m_s2.Trend,X9m_s3.Trend,X9m_s4.Trend,X9m_s5.Trend,X9m_s6.Trend,X12m_s1.Trend,X12m_s2.Trend,X12m_s3.Trend,X12m_s4.Trend,X12m_s5.Trend,X15m_s1.Trend,X15m_s2.Trend,X15m_s3.Trend,X15m_s4.Trend,X15m_s5.Trend,X15m_s6.Trend,X18m_s1.Trend,X18m_s2.Trend,X18m_s3.Trend,X18m_s4.Trend,X21m_s1.Trend,X21m_s2.Trend,X21m_s3.Trend,X21m_s4.Trend,X21m_s5.Trend,X21m_s6.Trend,X24m_s1.Trend,X24m_s2.Trend,X24m_s3.Trend,X24m_s4.Trend,X27m_s1.Trend,X27m_s2.Trend,X27m_s3.Trend,X27m_s4.Trend
Cpxm2,Cpxm2,11.3669981636368,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.0104042776382965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.257034090942617,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Des,Des,-173.287648359548,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,0.000281237785025598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.256984068521946,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Gm45379,Gm45379,0.323780477904328,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.000352538439919408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.256967465604172,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Gm38375,Gm38375,-2.7596,0.79282,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0.160920369650492,0.0823188764179533,NA,NA,NA,NA,6.49152343015118,NA,NA,NA,NA,0.256740852646144,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rabl3,Rabl3,1.77030709934025,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.000189808409817293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.256544097769939,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tceal3,Tceal3,0.343478057505538,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.0102110126626397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.256533342354599,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mpnd,Mpnd,-7.49167219312058,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,0.000173441403156534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.256531579585696,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Sval3,Sval3,0.276777734977248,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.000163407326784668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.256422588276637,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Cytip,Cytip,-7.3301,1.8349,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0.150145152237165,0.0868419029079642,NA,NA,NA,NA,6.19702674806817,NA,NA,NA,NA,0.256405934815391,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hrc,Hrc,40.734,-101.83,NA,NA,NA,NA,0,-1,NA,NA,NA,NA,0.201815699734001,0.0850284752243786,NA,NA,NA,NA,14.9441694111439,NA,NA,NA,NA,0.256397775290572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Gm14401,Gm14401,-0.53056,0.82943,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0.179858249370894,0.0937944977133283,NA,NA,NA,NA,12.7583187679123,NA,NA,NA,NA,0.256372506684377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Akirin2,Akirin2,-3.46096015549805,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,0.000231331447090294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.256281270824448,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Dnajb9,Dnajb9,-8.04781362697794,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,0.000283448359151562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.256166524985478,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Tdrp,Tdrp,1.87734509732208,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.0006554151783226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.255847059247223,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ccdc97,Ccdc97,-4.70909791050197,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,0.00061313319678888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.255454124413922,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Rnf24,Rnf24,1.0511213502149,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.00182667641989786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.255419650485516,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Fbxo3,Fbxo3,7.2712,-16.38,NA,NA,NA,NA,0,-1,NA,NA,NA,NA,0.235909089080566,0.0938186662120303,NA,NA,NA,NA,13.8735498764878,NA,NA,NA,NA,0.255254576026464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ifi209,Ifi209,1.08978148309615,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.000609724030052825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.255134114023901,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Idh3b,Idh3b,-64.5081021921393,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,0.000271091705786717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.255033154056035,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Gm42966,Gm42966,-74.911,0.33537,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0.16976996484209,0.0803706526270298,NA,NA,NA,NA,3.06225755123961,NA,NA,NA,NA,0.255015722909603,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Gm37184,Gm37184,0.234109523406394,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.000173797915220082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.254914557560602,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Gm33045,Gm33045,0.309017326866883,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.0014742984458847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.254885849217266,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Smco1,Smco1,-1.96197826686666,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,0.00079034852355821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.254851806375936,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Lrfn5,Lrfn5,1.75965436389041,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.00027187743523338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.254836956233798,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4930459L07Rik,4930459L07Rik,-82.632,0.33502,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0.185833681998552,0.0839486530497629,NA,NA,NA,NA,3.09393482056462,NA,NA,NA,NA,0.25473291281904,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Atp8b1,Atp8b1,1.33140641090814,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.0109580744459326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.254688031756309,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Lcp1,Lcp1,8.23285314104745,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.000249520622351628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.254644879434522,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tas2r126,Tas2r126,0.435642868446282,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.000659153010617613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.254384769834331,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Atpaf2,Atpaf2,-5.69640501425839,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,0.000191679604196238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.254297042206026,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ryr1,Ryr1,1.40027464706212,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.000264820422233215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.254164872247944,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Adap1,Adap1,1.28496956378905,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.000324878559605279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.254093808581876,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Slc25a42,Slc25a42,-12.1142735929776,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,0.00157128063077888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.253938957930016,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Gm20430,Gm20430,-2.7931,0.4474,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0.113485095407702,0.0983631804183503,NA,NA,NA,NA,6.68931145854292,NA,NA,NA,NA,0.253728275890287,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Cops2,Cops2,23.81,-5.703,NA,NA,NA,NA,0,-1,NA,NA,NA,NA,0.140632120091961,0.0842765332284413,NA,NA,NA,NA,6.48632110290997,NA,NA,NA,NA,0.253711868629637,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Gm10439,Gm10439,0.113554593788752,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.0499296119140632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.253700276615567,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Cog4,Cog4,-7.63643407522677,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,0.000413122108978669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.253698222721163,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ptcd3,Ptcd3,-8.23408679304002,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,0.00222488747351087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.253679338975514,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Rspo3,Rspo3,-95.879,0.85604,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0.283019078244811,0.0839551429622912,NA,NA,NA,NA,3.17467753030178,NA,NA,NA,NA,0.25363607146385,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Vmn1r86,Vmn1r86,0.767009840958827,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.000406143994979788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.253461952757814,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Gm44639,Gm44639,0.291489660182537,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.00837583987123984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.253402315923385,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Gm37498,Gm37498,-3.904,0.58435,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0.107081633529803,0.0990657459358237,NA,NA,NA,NA,6.12063962581062,NA,NA,NA,NA,0.25304232365405,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Gm8882,Gm8882,0.231090994037202,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.000255481370767911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.253030641861279,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Cyp4b1,Cyp4b1,39.262,-8.4519,NA,NA,NA,NA,0,-1,NA,NA,NA,NA,0.14186418053122,0.0941447762533522,NA,NA,NA,NA,7.44928806495437,NA,NA,NA,NA,0.25301895544449,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Haus1,Haus1,-0.937536798307546,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,0.0111092337120088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.252978407824822,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Mx1,Mx1,-247.29,0.78827,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0.136149424445411,0.0868372810773132,NA,NA,NA,NA,3.05658717667866,NA,NA,NA,NA,0.252970012272086,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1700063K16Rik,1700063K16Rik,0.248432472817461,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.00024666146015793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.252853477436411,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Cd3eap,Cd3eap,-3.1414,1.0819,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,0.0816538227901705,0.286186362419652,NA,NA,NA,NA,15.0536569567893,NA,NA,NA,NA,0.252820810924854,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immt,Immt,-56.5561141227431,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,0.000461565361298672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.252798187583149,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Frk,Frk,1.2329675331316,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.00018007161113464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25277242759951,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
B3galt2,B3galt2,6.3776,-4.7682,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0.0945085001873091,0.189174031937394,NA,NA,NA,NA,16.768287598125,NA,NA,NA,NA,0.252760146592021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm18856,Gm18856,0.170973765183935,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.010590939885401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.252697141074122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mccc1,Mccc1,16.465,-24.508,NA,NA,NA,NA,0,-1,NA,NA,NA,NA,0.178543580943831,0.0975744550715643,NA,NA,NA,NA,12.9920049110489,NA,NA,NA,NA,0.252640218450286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Olfr592,Olfr592,-1.1311,2.7611,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0.249158710183737,0.094459483249242,NA,NA,NA,NA,13.8040945636815,NA,NA,NA,NA,0.252599510245065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Aco1,Aco1,-2.73941393228178,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,0.00647264681722434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.252572468040434,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4933401J01Rik,4933401J01Rik,-0.42238,0.97712,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0.247348531136432,0.098057917865897,NA,NA,NA,NA,14.270424548776,NA,NA,NA,NA,0.252521060225017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Speer4e,Speer4e,0.414811122735313,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.000182251094640478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.252380271226884,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Map7d1,Map7d1,-30.1044290772872,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,0.000353159485420289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.252226749191442,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Dnaja2,Dnaja2,1656.5,-23.412,NA,NA,NA,NA,0,-1,NA,NA,NA,NA,0.351110184986185,0.0851350603164704,NA,NA,NA,NA,3.25953490244424,NA,NA,NA,NA,0.252109622000411,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Gm49152,Gm49152,-0.18494,0.59275,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0.279936125965392,0.0873672773778621,NA,NA,NA,NA,14.943072702407,NA,NA,NA,NA,0.25196934113476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Glg1,Glg1,-14.5275159264935,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,0.000564745283665805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.251801377650373,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ptprn,Ptprn,1.45538657562709,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.00437089212329793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.251679773528445,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Fgfr2,Fgfr2,0.9506563468546,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.000251042740113874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25158668107165,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Emc3,Emc3,-5.77598207873638,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,0.0002188365684883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.251553995575649,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
